name,address, shares, ratePerOneOKT,rewards25PerYear, rewards75PerYear, rewardsPerYear, commissionRate, depositOktNums, depositOktRewardPerYear, APR, top21
Chillcrypto,exvaloper1xkl5agjzqnjnptyat2dng2asmx8g5kllg7xamv, 41891986461017, 0.000000175254234049, 46928.5714, 141593.1764, 188521.7478, 0, 100, 3.30392345, 3.30392345%, True
Unique farming,exvaloper1fymxn4gazxzjdfvwvr0ccnrnjpwmj0r9vw3t2y, 41889906928312, 0.000000175262934161, 46928.5714, 141586.1477, 188514.7191, 0, 0, 0.00000000, 3.30396428%, True
Tombolo,exvaloper1m569cfenudxemegcf4mmykhugnslhdv0xhvcj6, 41888359815303, 0.000000175269407357, 46928.5714, 141580.9185, 188509.4899, 0, 0, 0.00000000, 3.30399466%, True
Defilego,exvaloper1tkwxgcpvptua0q0h5tn0at58ufnjdue7xp9jh4, 41886789011351, 0.000000175275980167, 46928.5714, 141575.6093, 188504.1807, 0, 0, 0.00000000, 3.30402550%, True
Nodeplus,exvaloper1ygcvtcqxl82xvzrq25dymam434k3nnc8kwvrkm, 41886534633212, 0.000000175277044623, 46928.5714, 141574.7495, 188503.3209, 0, 0, 0.00000000, 3.30403050%, True
DeLab,exvaloper1c34s7lc7ec8gs9xrtxeh0j2wjaam25c3g06xp3, 41884488642584, 0.000000175285606628, 46928.5714, 141567.8341, 188496.4055, 0, 0, 0.00000000, 3.30407068%, True
Hydrus,exvaloper1508d7eq592kg2lh9d46xvv3r4sm7gm8w0nrejk, 41882557430968, 0.000000175293689076, 46928.5714, 141561.3067, 188489.8781, 0, 0, 0.00000000, 3.30410861%, True
Blockpro,exvaloper1ja9xngm4zh0t442mse73ll30p7dczd49s88n2x, 41882114025149, 0.000000175295544909, 46928.5714, 141559.8080, 188488.3794, 0, 0, 0.00000000, 3.30411732%, True
ZK capitial,exvaloper1zza3jrylyecrtuh0p9ts2xauzsefuvwa4l9fsx, 41879620949140, 0.000000175305980179, 46928.5714, 141551.3815, 188479.9529, 0, 0, 0.00000000, 3.30416629%, True
Samual,exvaloper1ka92ujcwh6hyyeu4tymzy3dedgxplt4dtsr7xh, 41878299446868, 0.000000175311512095, 46928.5714, 141546.9149, 188475.4863, 0, 0, 0.00000000, 3.30419225%, True
Zapzap,exvaloper1qva0ejf0t943x6rt824gwmvtjgec9cjrut5wn8, 41876865915008, 0.000000175317513371, 46928.5714, 141542.0696, 188470.6410, 0, 0, 0.00000000, 3.30422041%, True
Squares,exvaloper19wln93k3faq7vkqzlc9gljr3ey5fljt93jfxsy, 41875544190870, 0.000000175323046944, 46928.5714, 141537.6022, 188466.1736, 0, 0, 0.00000000, 3.30424638%, True
