name,address, shares, ratePerOneOKT,rewards25PerYear, rewards75PerYear, rewardsPerYear, commissionRate, depositOktNums, depositOktRewardPerYear, APR, top21
Chillcrypto,exvaloper1xkl5agjzqnjnptyat2dng2asmx8g5kllg7xamv, 49233000286217, 0.000000149122498270, 46928.5714, 153520.9949, 200449.5663, 0, 1000000, 29891.54010379, 2.98915401%, True
Unique farming,exvaloper1fymxn4gazxzjdfvwvr0ccnrnjpwmj0r9vw3t2y, 49231654928312, 0.000000149126573354, 46928.5714, 153516.7998, 200445.3712, 0, 1000000, 29891.73135173, 2.98917314%, True
Tombolo,exvaloper1m569cfenudxemegcf4mmykhugnslhdv0xhvcj6, 49230107815303, 0.000000149131259829, 46928.5714, 153511.9755, 200440.5469, 0, 1000000, 29891.95128001, 2.98919513%, True
Defilego,exvaloper1tkwxgcpvptua0q0h5tn0at58ufnjdue7xp9jh4, 49228537011351, 0.000000149136018369, 46928.5714, 153507.0773, 200435.6487, 0, 1000000, 29892.17458633, 2.98921746%, True
Nodeplus,exvaloper1ygcvtcqxl82xvzrq25dymam434k3nnc8kwvrkm, 49228282633212, 0.000000149136789002, 46928.5714, 153506.2841, 200434.8555, 0, 1000000, 29892.21075335, 2.98922108%, True
DeLab,exvaloper1c34s7lc7ec8gs9xrtxeh0j2wjaam25c3g06xp3, 49226236642584, 0.000000149142987576, 46928.5714, 153499.9042, 200428.4756, 0, 1000000, 29892.50164629, 2.98925016%, True
Hydrus,exvaloper1508d7eq592kg2lh9d46xvv3r4sm7gm8w0nrejk, 49224305430968, 0.000000149148838886, 46928.5714, 153493.8822, 200422.4536, 0, 1000000, 29892.77624112, 2.98927762%, True
Blockpro,exvaloper1ja9xngm4zh0t442mse73ll30p7dczd49s88n2x, 49223862025149, 0.000000149150182410, 46928.5714, 153492.4995, 200421.0709, 0, 1000000, 29892.83928354, 2.98928393%, True
ZK capitial,exvaloper1zza3jrylyecrtuh0p9ts2xauzsefuvwa4l9fsx, 49221368949140, 0.000000149157736909, 46928.5714, 153484.7255, 200413.2969, 0, 1000000, 29893.19381208, 2.98931938%, True
Samual,exvaloper1ka92ujcwh6hyyeu4tymzy3dedgxplt4dtsr7xh, 49220047446868, 0.000000149161741624, 46928.5714, 153480.6047, 200409.1761, 0, 1000000, 29893.38174451, 2.98933817%, True
Zapzap,exvaloper1qva0ejf0t943x6rt824gwmvtjgec9cjrut5wn8, 41876865915008, 0.000000175317513371, 46928.5714, 130582.7003, 177511.2717, 0, 0, 0.00000000, 3.11208347%, True
Squares,exvaloper19wln93k3faq7vkqzlc9gljr3ey5fljt93jfxsy, 41875544190870, 0.000000175323046944, 46928.5714, 130578.5788, 177507.1502, 0, 0, 0.00000000, 3.11210944%, True
Nozash,exvaloper195ez67wmhprwrru34gvttyd8ttpl7edx3px8ua, 41874251633766, 0.000000175328458744, 46928.5714, 130574.5483, 177503.1197, 0, 0, 0.00000000, 3.11213484%, True
