name,address, shares, ratePerOneOKT,rewards25PerYear, rewards75PerYear, rewardsPerYear, commissionRate, depositOktNums, depositOktRewardPerYear, APR, top21
Chillcrypto,exvaloper1xkl5agjzqnjnptyat2dng2asmx8g5kllg7xamv, 49233000286217, 0.000000149122498270, 46928.5714, 159704.2853, 206632.8567, 0, 1000000, 30813.60781577, 3.08136078%, True
Unique farming,exvaloper1fymxn4gazxzjdfvwvr0ccnrnjpwmj0r9vw3t2y, 49231654928312, 0.000000149126573354, 46928.5714, 159699.9211, 206628.4925, 0, 1000000, 30813.79904383, 3.08137990%, True
Tombolo,exvaloper1m569cfenudxemegcf4mmykhugnslhdv0xhvcj6, 49230107815303, 0.000000149131259829, 46928.5714, 159694.9025, 206623.4739, 0, 1000000, 30814.01897295, 3.08140190%, True
Defilego,exvaloper1tkwxgcpvptua0q0h5tn0at58ufnjdue7xp9jh4, 49228537011351, 0.000000149136018369, 46928.5714, 159689.8071, 206618.3785, 0, 1000000, 30814.24229135, 3.08142423%, True
Nodeplus,exvaloper1ygcvtcqxl82xvzrq25dymam434k3nnc8kwvrkm, 49228282633212, 0.000000149136789002, 46928.5714, 159688.9819, 206617.5533, 0, 1000000, 30814.27845061, 3.08142785%, True
DeLab,exvaloper1c34s7lc7ec8gs9xrtxeh0j2wjaam25c3g06xp3, 41884488642584, 0.000000175285606628, 46928.5714, 135866.8430, 182795.4144, 0, 0, 0.00000000, 3.20414051%, True
Hydrus,exvaloper1508d7eq592kg2lh9d46xvv3r4sm7gm8w0nrejk, 41882557430968, 0.000000175293689076, 46928.5714, 135860.5785, 182789.1499, 0, 0, 0.00000000, 3.20417844%, True
Blockpro,exvaloper1ja9xngm4zh0t442mse73ll30p7dczd49s88n2x, 41882114025149, 0.000000175295544909, 46928.5714, 135859.1401, 182787.7115, 0, 0, 0.00000000, 3.20418715%, True
ZK capitial,exvaloper1zza3jrylyecrtuh0p9ts2xauzsefuvwa4l9fsx, 41879620949140, 0.000000175305980179, 46928.5714, 135851.0530, 182779.6244, 0, 0, 0.00000000, 3.20423612%, True
Samual,exvaloper1ka92ujcwh6hyyeu4tymzy3dedgxplt4dtsr7xh, 41878299446868, 0.000000175311512095, 46928.5714, 135846.7662, 182775.3376, 0, 0, 0.00000000, 3.20426208%, True
