name,address, shares, ratePerOneOKT,rewards25PerYear, rewards75PerYear, rewardsPerYear, commissionRate, depositOktNums, depositOktRewardPerYear, APR, top21
Chillcrypto,exvaloper1xkl5agjzqnjnptyat2dng2asmx8g5kllg7xamv, 41891986461017, 0.000000175254234049, 46928.5714, 141592.8922, 188521.4636, 0, 100, 3.30391847, 3.30391847%, True
Unique farming,exvaloper1fymxn4gazxzjdfvwvr0ccnrnjpwmj0r9vw3t2y, 41890641103112, 0.000000175259862506, 46928.5714, 141588.3449, 188516.9163, 0, 100, 3.30394488, 3.30394488%, True
Tombolo,exvaloper1m569cfenudxemegcf4mmykhugnslhdv0xhvcj6, 41889093990103, 0.000000175266335475, 46928.5714, 141583.1157, 188511.6871, 0, 100, 3.30397526, 3.30397526%, True
Defilego,exvaloper1tkwxgcpvptua0q0h5tn0at58ufnjdue7xp9jh4, 41887523186151, 0.000000175272908054, 46928.5714, 141577.8065, 188506.3779, 0, 100, 3.30400610, 3.30400610%, True
Nodeplus,exvaloper1ygcvtcqxl82xvzrq25dymam434k3nnc8kwvrkm, 41887268808012, 0.000000175273972472, 46928.5714, 141576.9467, 188505.5181, 0, 100, 3.30401110, 3.30401110%, True
DeLab,exvaloper1c34s7lc7ec8gs9xrtxeh0j2wjaam25c3g06xp3, 41885222817384, 0.000000175282534177, 46928.5714, 141570.0314, 188498.6028, 0, 100, 3.30405128, 3.30405128%, True
Hydrus,exvaloper1508d7eq592kg2lh9d46xvv3r4sm7gm8w0nrejk, 41883291605768, 0.000000175290616342, 46928.5714, 141563.5040, 188492.0754, 0, 100, 3.30408921, 3.30408921%, True
Blockpro,exvaloper1ja9xngm4zh0t442mse73ll30p7dczd49s88n2x, 41882848199949, 0.000000175292472111, 46928.5714, 141562.0053, 188490.5767, 0, 100, 3.30409792, 3.30409792%, True
ZK capitial,exvaloper1zza3jrylyecrtuh0p9ts2xauzsefuvwa4l9fsx, 41880355123940, 0.000000175302907014, 46928.5714, 141553.5788, 188482.1502, 0, 100, 3.30414689, 3.30414689%, True
Samual,exvaloper1ka92ujcwh6hyyeu4tymzy3dedgxplt4dtsr7xh, 41879033621668, 0.000000175308438736, 46928.5714, 141549.1122, 188477.6836, 0, 100, 3.30417284, 3.30417284%, True
Zapzap,exvaloper1qva0ejf0t943x6rt824gwmvtjgec9cjrut5wn8, 41876865915008, 0.000000175317513371, 46928.5714, 141541.7854, 188470.3568, 0, 0, 0.00000000, 3.30421543%, True
