name,address, shares, ratePerOneOKT,rewards25PerYear, rewards75PerYear, rewardsPerYear, commissionRate, depositOktNums, depositOktRewardPerYear, APR, top21
Chillcrypto,exvaloper1xkl5agjzqnjnptyat2dng2asmx8g5kllg7xamv, 41964669766217, 0.000000174950691639, 46928.5714, 141542.7440, 188471.3154, 0, 10000, 329.73186983, 3.29731870%, True
Unique farming,exvaloper1fymxn4gazxzjdfvwvr0ccnrnjpwmj0r9vw3t2y, 41963324408312, 0.000000174956300615, 46928.5714, 141538.2062, 188466.7776, 0, 10000, 329.73450198, 3.29734502%, True
Tombolo,exvaloper1m569cfenudxemegcf4mmykhugnslhdv0xhvcj6, 41961777295303, 0.000000174962751180, 46928.5714, 141532.9880, 188461.5594, 0, 10000, 329.73752924, 3.29737529%, True
Defilego,exvaloper1tkwxgcpvptua0q0h5tn0at58ufnjdue7xp9jh4, 41960206491351, 0.000000174969301009, 46928.5714, 141527.6898, 188456.2612, 0, 10000, 329.74060293, 3.29740603%, True
Nodeplus,exvaloper1ygcvtcqxl82xvzrq25dymam434k3nnc8kwvrkm, 41959952113212, 0.000000174970361744, 46928.5714, 141526.8318, 188455.4032, 0, 10000, 329.74110071, 3.29741101%, True
DeLab,exvaloper1c34s7lc7ec8gs9xrtxeh0j2wjaam25c3g06xp3, 41957906122584, 0.000000174978893812, 46928.5714, 141519.9309, 188448.5023, 0, 10000, 329.74510473, 3.29745105%, True
Hydrus,exvaloper1508d7eq592kg2lh9d46xvv3r4sm7gm8w0nrejk, 41955974910968, 0.000000174986947999, 46928.5714, 141513.4171, 188441.9885, 0, 10000, 329.74888442, 3.29748884%, True
Blockpro,exvaloper1ja9xngm4zh0t442mse73ll30p7dczd49s88n2x, 41955531505149, 0.000000174988797344, 46928.5714, 141511.9215, 188440.4929, 0, 10000, 329.74975223, 3.29749752%, True
ZK capitial,exvaloper1zza3jrylyecrtuh0p9ts2xauzsefuvwa4l9fsx, 41953038429140, 0.000000174999196123, 46928.5714, 141503.5126, 188432.0840, 0, 10000, 329.75463224, 3.29754632%, True
Samual,exvaloper1ka92ujcwh6hyyeu4tymzy3dedgxplt4dtsr7xh, 41951716926868, 0.000000175004708694, 46928.5714, 141499.0553, 188427.6267, 0, 10000, 329.75721921, 3.29757219%, True
Zapzap,exvaloper1qva0ejf0t943x6rt824gwmvtjgec9cjrut5wn8, 41950283395008, 0.000000175010688983, 46928.5714, 141494.2202, 188422.7916, 0, 10000, 329.76002578, 3.29760026%, True
Squares,exvaloper19wln93k3faq7vkqzlc9gljr3ey5fljt93jfxsy, 41948961670870, 0.000000175016203204, 46928.5714, 141489.7621, 188418.3335, 0, 10000, 329.76261343, 3.29762613%, True
