name,address, shares, ratePerOneOKT,rewards25PerYear, rewards75PerYear, rewardsPerYear, commissionRate, depositOktNums, depositOktRewardPerYear, APR, top21
Chillcrypto,exvaloper1xkl5agjzqnjnptyat2dng2asmx8g5kllg7xamv, 41964669766217, 0.000000174950691639, 46928.5714, 141780.2481, 188708.8195, 0, 10000, 330.14738490, 3.30147385%, True
Unique farming,exvaloper1fymxn4gazxzjdfvwvr0ccnrnjpwmj0r9vw3t2y, 41963324408312, 0.000000174956300615, 46928.5714, 141775.7027, 188704.2741, 0, 10000, 330.15001707, 3.30150017%, True
Tombolo,exvaloper1m569cfenudxemegcf4mmykhugnslhdv0xhvcj6, 41961777295303, 0.000000174962751180, 46928.5714, 141770.4757, 188699.0471, 0, 10000, 330.15304426, 3.30153044%, True
Defilego,exvaloper1tkwxgcpvptua0q0h5tn0at58ufnjdue7xp9jh4, 41960206491351, 0.000000174969301009, 46928.5714, 141765.1687, 188693.7401, 0, 10000, 330.15611810, 3.30156118%, True
Nodeplus,exvaloper1ygcvtcqxl82xvzrq25dymam434k3nnc8kwvrkm, 41959952113212, 0.000000174970361744, 46928.5714, 141764.3092, 188692.8806, 0, 10000, 330.15661577, 3.30156616%, True
DeLab,exvaloper1c34s7lc7ec8gs9xrtxeh0j2wjaam25c3g06xp3, 41884488642584, 0.000000175285606628, 46928.5714, 141509.3512, 188437.9226, 0, 0, 0.00000000, 3.30304556%, True
Hydrus,exvaloper1508d7eq592kg2lh9d46xvv3r4sm7gm8w0nrejk, 41882557430968, 0.000000175293689076, 46928.5714, 141502.8265, 188431.3979, 0, 0, 0.00000000, 3.30308349%, True
Blockpro,exvaloper1ja9xngm4zh0t442mse73ll30p7dczd49s88n2x, 41882114025149, 0.000000175295544909, 46928.5714, 141501.3284, 188429.8998, 0, 0, 0.00000000, 3.30309220%, True
ZK capitial,exvaloper1zza3jrylyecrtuh0p9ts2xauzsefuvwa4l9fsx, 41879620949140, 0.000000175305980179, 46928.5714, 141492.9054, 188421.4768, 0, 0, 0.00000000, 3.30314117%, True
Samual,exvaloper1ka92ujcwh6hyyeu4tymzy3dedgxplt4dtsr7xh, 41878299446868, 0.000000175311512095, 46928.5714, 141488.4406, 188417.0120, 0, 0, 0.00000000, 3.30316713%, True
Zapzap,exvaloper1qva0ejf0t943x6rt824gwmvtjgec9cjrut5wn8, 41876865915008, 0.000000175317513371, 46928.5714, 141483.5973, 188412.1687, 0, 0, 0.00000000, 3.30319529%, True
Squares,exvaloper19wln93k3faq7vkqzlc9gljr3ey5fljt93jfxsy, 41875544190870, 0.000000175323046944, 46928.5714, 141479.1318, 188407.7032, 0, 0, 0.00000000, 3.30322126%, True
Nozash,exvaloper195ez67wmhprwrru34gvttyd8ttpl7edx3px8ua, 41874251633766, 0.000000175328458744, 46928.5714, 141474.7648, 188403.3362, 0, 0, 0.00000000, 3.30324666%, True
Collector,exvaloper1q9nct2gska2yutx24starv6s63xz022fdwdgzv, 41872927045623, 0.000000175334005000, 46928.5714, 141470.2896, 188398.8610, 0, 0, 0.00000000, 3.30327268%, True
Unicorn,exvaloper1zxthrcdcecfe5ss4tal0tq30hzel2lks6psuhm, 41871597326121, 0.000000175339573096, 46928.5714, 141465.7971, 188394.3685, 0, 0, 0.00000000, 3.30329881%, True
ChainHub,exvaloper1s6nfs7mlj7ewsskkrmekqhpq2w234fcz5uq4m5, 41870213233449, 0.000000175345369250, 46928.5714, 141461.1208, 188389.6922, 0, 0, 0.00000000, 3.30332601%, True
Cryptomars,exvaloper18au05qx485u2qcw2gvqsrfh29evq77lm9u2jwr, 41868014165531, 0.000000175354579058, 46928.5714, 141453.6911, 188382.2625, 0, 0, 0.00000000, 3.30336923%, True
Cosmostation,exvaloper19e6edpu97d6w2t5dlp7lph2fkdja0lvlj8ngk0, 41866711407492, 0.000000175360035531, 46928.5714, 141449.2897, 188377.8611, 0, 0, 0.00000000, 3.30339484%, True
Nebulas NOVA,exvaloper188dhgmaq8cka2yczzjfzsw0nely6y8uap4u5kg, 4957201849463, 0.000001481026640219, 46928.5714, 16748.2149, 63676.7863, 0, 0, 0.00000000, 9.43070169%, True
ChainUP Labs,exvaloper1vlzgq74y6hm9crhkkhdjy77uvyqa0zdupstsqj, 4952729874222, 0.000001482363905654, 46928.5714, 16733.1061, 63661.6775, 0, 0, 0.00000000, 9.43697729%, True
X-DUCK,exvaloper1vsjcts3ga8dgf6nj2q7vmlrnu5en4cneaskg9w, 4769093868284, 0.000001539442963961, 46928.5714, 16112.6804, 63041.2518, 0, 0, 0.00000000, 9.70484115%, True
OKLive,exvaloper1v5pvu4rkzc5axd6f7ngxa39je6d0lyujky5tng, 4769093868284, 0.000001539442963961, 0, 16112.6804, 16112.6804, 0, 0, 0.00000000, 2.48045525%, False
jiqix,exvaloper1evazeyntpfr62avj65dwd6mcw9wvh24kc3x84s, 4765246744930, 0.000001540685801383, 0, 16099.6827, 16099.6827, 0, 0, 0.00000000, 2.48045525%, False
GongFu,exvaloper1w5zu7xxzfdx729elg2lu4rnltjsvzpdg3dhpaf, 4764973508216, 0.000001540774148553, 0, 16098.7595, 16098.7595, 0, 0, 0.00000000, 2.48045525%, False
ICoin,exvaloper1fwvre7w2na66fq3k2wjy30rzp07c4fl99v3hsw, 4764876046783, 0.000001540805663761, 0, 16098.4302, 16098.4302, 0, 0, 0.00000000, 2.48045524%, False
okusb,exvaloper14kpvn0zr75594rlrl66lw953mlkrq6qz5ctupj, 4764876046783, 0.000001540805663761, 0, 16098.4302, 16098.4302, 0, 0, 0.00000000, 2.48045524%, False
oxford,exvaloper1xaxvu9wxr8szym3aqdesvqq968y2tf53l8fyak, 4760435709053, 0.000001542242863618, 0, 16083.4283, 16083.4283, 0, 0, 0.00000000, 2.48045525%, False
voyager,exvaloper1hw0y28hgzadpmjwa68sfukdp69pc68cnxxgml0, 4760435709053, 0.000001542242863618, 0, 16083.4283, 16083.4283, 0, 0, 0.00000000, 2.48045525%, False
White whale-3,exvaloper1pc864zshkvsgc724k5jffcjsrmhz63m6gwrrhh, 4601365840729, 0.000001595558417680, 0, 15546.0008, 15546.0008, 0, 0, 0.00000000, 2.48045524%, False
White whale-2,exvaloper1klcqq056hndfch7yew6fkl6tyrdr07qxv60g90, 4601365840729, 0.000001595558417680, 0, 15546.0008, 15546.0008, 0, 0, 0.00000000, 2.48045524%, False
White whale-1,exvaloper1a9893mfvk9x80x209jhpvl0hm24djxqhr3jwuf, 4601365840729, 0.000001595558417680, 0, 15546.0008, 15546.0008, 0, 0, 0.00000000, 2.48045524%, False
White whale-6,exvaloper1rr253al2mtdgfcjwh7j3778g5gru3elyumxj8m, 4601365812435, 0.000001595558427491, 0, 15546.0007, 15546.0007, 0, 0, 0.00000000, 2.48045524%, False
White whale-5,exvaloper18w9mggs2s5t8ve0zr0ctjcyq7faft3qp8dlj75, 4601365812435, 0.000001595558427491, 0, 15546.0007, 15546.0007, 0, 0, 0.00000000, 2.48045524%, False
White whale-13,exvaloper1079vd72hpvlhnt7yjdya50egxkdr4dtureduuf, 4601365812435, 0.000001595558427491, 0, 15546.0007, 15546.0007, 0, 0, 0.00000000, 2.48045524%, False
White whale-12,exvaloper1k84d9rfaz6v92sazaclj24uyvx79wnl8kvckks, 4601365812435, 0.000001595558427491, 0, 15546.0007, 15546.0007, 0, 0, 0.00000000, 2.48045524%, False
White whale-4,exvaloper1h59keaqu7jap3cs6fqw0usggapl9q2x5v4w7rx, 4601365812435, 0.000001595558427491, 0, 15546.0007, 15546.0007, 0, 0, 0.00000000, 2.48045524%, False
OKvibe,exvaloper1mlmwvdprn8dj6g45vdxkjsjgu4ntu9j7dnjky2, 3058144235244, 0.000002400719990702, 0, 10332.1306, 10332.1306, 0, 0, 0.00000000, 2.48045525%, False
Validator1,exvaloper18v23ln9ycrtg0mrwsm004sh4tdknudtdapcfcq, 3031905295260, 0.000002421496479945, 0, 10243.4807, 10243.4807, 0, 0, 0.00000000, 2.48045525%, False
Validator2,exvaloper1ucmx6vvtrwam9pg20fnwmy9z80uhchyxqn67wq, 3028074584720, 0.000002424559829882, 0, 10230.5384, 10230.5384, 0, 0, 0.00000000, 2.48045524%, False
Validator3,exvaloper1g3a6vtau2k93n4tqgqnrggeu3qa4x20rgs4x4s, 3024375354048, 0.000002427525402948, 0, 10218.0403, 10218.0403, 0, 0, 0.00000000, 2.48045524%, False
Best bp,exvaloper1tat4lam8wjqmeax9mv4s584vu2mp7c0cgvlajl, 3003005597444, 0.000002444799971818, 0, 10145.8413, 10145.8413, 0, 0, 0.00000000, 2.48045525%, False
