name,address, shares, ratePerOneOKT,rewards25PerYear, rewards75PerYear, rewardsPerYear, commissionRate, depositOktNums, depositOktRewardPerYear, APR, top21
Chillcrypto,exvaloper1xkl5agjzqnjnptyat2dng2asmx8g5kllg7xamv, 41891986461017, 0.000000175254234049, 46928.5714, 141591.1095, 188519.6809, 0, 100, 3.30388723, 3.30388723%, True
Unique farming,exvaloper1fymxn4gazxzjdfvwvr0ccnrnjpwmj0r9vw3t2y, 41890641103112, 0.000000175259862506, 46928.5714, 141586.5623, 188515.1337, 0, 100, 3.30391364, 3.30391364%, True
Tombolo,exvaloper1m569cfenudxemegcf4mmykhugnslhdv0xhvcj6, 41889093990103, 0.000000175266335475, 46928.5714, 141581.3332, 188509.9046, 0, 100, 3.30394402, 3.30394402%, True
Defilego,exvaloper1tkwxgcpvptua0q0h5tn0at58ufnjdue7xp9jh4, 41887523186151, 0.000000175272908054, 46928.5714, 141576.0241, 188504.5955, 0, 100, 3.30397486, 3.30397486%, True
Nodeplus,exvaloper1ygcvtcqxl82xvzrq25dymam434k3nnc8kwvrkm, 41887268808012, 0.000000175273972472, 46928.5714, 141575.1643, 188503.7357, 0, 100, 3.30397986, 3.30397986%, True
DeLab,exvaloper1c34s7lc7ec8gs9xrtxeh0j2wjaam25c3g06xp3, 41885222817384, 0.000000175282534177, 46928.5714, 141568.2490, 188496.8204, 0, 100, 3.30402004, 3.30402004%, True
Hydrus,exvaloper1508d7eq592kg2lh9d46xvv3r4sm7gm8w0nrejk, 41883291605768, 0.000000175290616342, 46928.5714, 141561.7217, 188490.2931, 0, 100, 3.30405797, 3.30405797%, True
Blockpro,exvaloper1ja9xngm4zh0t442mse73ll30p7dczd49s88n2x, 41882848199949, 0.000000175292472111, 46928.5714, 141560.2230, 188488.7944, 0, 100, 3.30406667, 3.30406667%, True
ZK capitial,exvaloper1zza3jrylyecrtuh0p9ts2xauzsefuvwa4l9fsx, 41880355123940, 0.000000175302907014, 46928.5714, 141551.7967, 188480.3681, 0, 100, 3.30411564, 3.30411564%, True
Samual,exvaloper1ka92ujcwh6hyyeu4tymzy3dedgxplt4dtsr7xh, 41879033621668, 0.000000175308438736, 46928.5714, 141547.3301, 188475.9015, 0, 100, 3.30414160, 3.30414160%, True
Zapzap,exvaloper1qva0ejf0t943x6rt824gwmvtjgec9cjrut5wn8, 41877600089808, 0.000000175314439802, 46928.5714, 141542.4849, 188471.0563, 0, 100, 3.30416977, 3.30416977%, True
Squares,exvaloper19wln93k3faq7vkqzlc9gljr3ey5fljt93jfxsy, 41876278365670, 0.000000175319973181, 46928.5714, 141538.0176, 188466.5890, 0, 100, 3.30419573, 3.30419573%, True
Nozash,exvaloper195ez67wmhprwrru34gvttyd8ttpl7edx3px8ua, 41874985808566, 0.000000175325384791, 46928.5714, 141533.6489, 188462.2203, 0, 100, 3.30422113, 3.30422113%, True
Collector,exvaloper1q9nct2gska2yutx24starv6s63xz022fdwdgzv, 41873661220423, 0.000000175330930853, 46928.5714, 141529.1719, 188457.7433, 0, 100, 3.30424716, 3.30424716%, True
Unicorn,exvaloper1zxthrcdcecfe5ss4tal0tq30hzel2lks6psuhm, 41872331500921, 0.000000175336498753, 46928.5714, 141524.6776, 188453.2490, 0, 100, 3.30427329, 3.30427329%, True
ChainHub,exvaloper1s6nfs7mlj7ewsskkrmekqhpq2w234fcz5uq4m5, 41870947408249, 0.000000175342294704, 46928.5714, 141519.9994, 188448.5708, 0, 100, 3.30430048, 3.30430048%, True
Cryptomars,exvaloper18au05qx485u2qcw2gvqsrfh29evq77lm9u2jwr, 41868748340331, 0.000000175351504189, 46928.5714, 141512.5668, 188441.1382, 0, 100, 3.30434370, 3.30434370%, True
Cosmostation,exvaloper19e6edpu97d6w2t5dlp7lph2fkdja0lvlj8ngk0, 41867445582292, 0.000000175356960471, 46928.5714, 141508.1636, 188436.7350, 0, 100, 3.30436931, 3.30436931%, True
Nebulas NOVA,exvaloper188dhgmaq8cka2yczzjfzsw0nely6y8uap4u5kg, 4957936024263, 0.000001480807328709, 46928.5714, 16757.3735, 63685.9449, 0, 100, 9.43066139, 9.43066139%, True
ChainUP Labs,exvaloper1vlzgq74y6hm9crhkkhdjy77uvyqa0zdupstsqj, 4953464049022, 0.000001482144197948, 46928.5714, 16742.2586, 63670.8300, 0, 100, 9.43693513, 9.43693513%, True
X-DUCK,exvaloper1vsjcts3ga8dgf6nj2q7vmlrnu5en4cneaskg9w, 4769828043084, 0.000001539206011975, 46928.5714, 16121.5856, 63050.1570, 0, 100, 9.70471807, 9.70471807%, True
OKLive,exvaloper1v5pvu4rkzc5axd6f7ngxa39je6d0lyujky5tng, 4769828043084, 0.000001539206011975, 0, 16121.5856, 16121.5856, 0, 100, 2.48144415, 2.48144415%, False
jiqix,exvaloper1evazeyntpfr62avj65dwd6mcw9wvh24kc3x84s, 4765980919730, 0.000001540448466675, 0, 16108.5827, 16108.5827, 0, 100, 2.48144415, 2.48144415%, False
GongFu,exvaloper1w5zu7xxzfdx729elg2lu4rnltjsvzpdg3dhpaf, 4765707683016, 0.000001540536786628, 0, 16107.6591, 16107.6591, 0, 100, 2.48144414, 2.48144414%, False
ICoin,exvaloper1fwvre7w2na66fq3k2wjy30rzp07c4fl99v3hsw, 4765610221583, 0.000001540568292126, 0, 16107.3297, 16107.3297, 0, 100, 2.48144414, 2.48144414%, False
okusb,exvaloper14kpvn0zr75594rlrl66lw953mlkrq6qz5ctupj, 4764876046783, 0.000001540805663761, 0, 16104.8483, 16104.8483, 0, 0, 0.00000000, 2.48144415%, False
oxford,exvaloper1xaxvu9wxr8szym3aqdesvqq968y2tf53l8fyak, 4760435709053, 0.000001542242863618, 0, 16089.8403, 16089.8403, 0, 0, 0.00000000, 2.48144414%, False
voyager,exvaloper1hw0y28hgzadpmjwa68sfukdp69pc68cnxxgml0, 4760435709053, 0.000001542242863618, 0, 16089.8403, 16089.8403, 0, 0, 0.00000000, 2.48144414%, False
White whale-3,exvaloper1pc864zshkvsgc724k5jffcjsrmhz63m6gwrrhh, 4601365840729, 0.000001595558417680, 0, 15552.1986, 15552.1986, 0, 0, 0.00000000, 2.48144414%, False
White whale-2,exvaloper1klcqq056hndfch7yew6fkl6tyrdr07qxv60g90, 4601365840729, 0.000001595558417680, 0, 15552.1986, 15552.1986, 0, 0, 0.00000000, 2.48144414%, False
White whale-1,exvaloper1a9893mfvk9x80x209jhpvl0hm24djxqhr3jwuf, 4601365840729, 0.000001595558417680, 0, 15552.1986, 15552.1986, 0, 0, 0.00000000, 2.48144414%, False
White whale-6,exvaloper1rr253al2mtdgfcjwh7j3778g5gru3elyumxj8m, 4601365812435, 0.000001595558427491, 0, 15552.1985, 15552.1985, 0, 0, 0.00000000, 2.48144414%, False
White whale-5,exvaloper18w9mggs2s5t8ve0zr0ctjcyq7faft3qp8dlj75, 4601365812435, 0.000001595558427491, 0, 15552.1985, 15552.1985, 0, 0, 0.00000000, 2.48144414%, False
White whale-13,exvaloper1079vd72hpvlhnt7yjdya50egxkdr4dtureduuf, 4601365812435, 0.000001595558427491, 0, 15552.1985, 15552.1985, 0, 0, 0.00000000, 2.48144414%, False
White whale-12,exvaloper1k84d9rfaz6v92sazaclj24uyvx79wnl8kvckks, 4601365812435, 0.000001595558427491, 0, 15552.1985, 15552.1985, 0, 0, 0.00000000, 2.48144414%, False
White whale-4,exvaloper1h59keaqu7jap3cs6fqw0usggapl9q2x5v4w7rx, 4601365812435, 0.000001595558427491, 0, 15552.1985, 15552.1985, 0, 0, 0.00000000, 2.48144414%, False
OKvibe,exvaloper1mlmwvdprn8dj6g45vdxkjsjgu4ntu9j7dnjky2, 3058144235244, 0.000002400719990702, 0, 10336.2498, 10336.2498, 0, 0, 0.00000000, 2.48144415%, False
Validator1,exvaloper18v23ln9ycrtg0mrwsm004sh4tdknudtdapcfcq, 3031905295260, 0.000002421496479945, 0, 10247.5645, 10247.5645, 0, 0, 0.00000000, 2.48144414%, False
Validator2,exvaloper1ucmx6vvtrwam9pg20fnwmy9z80uhchyxqn67wq, 3028074584720, 0.000002424559829882, 0, 10234.6171, 10234.6171, 0, 0, 0.00000000, 2.48144415%, False
Validator3,exvaloper1g3a6vtau2k93n4tqgqnrggeu3qa4x20rgs4x4s, 3024375354048, 0.000002427525402948, 0, 10222.1140, 10222.1140, 0, 0, 0.00000000, 2.48144414%, False
Best bp,exvaloper1tat4lam8wjqmeax9mv4s584vu2mp7c0cgvlajl, 3003005597444, 0.000002444799971818, 0, 10149.8862, 10149.8862, 0, 0, 0.00000000, 2.48144415%, False
Taurus,exvaloper1rz7frqz9ky52qqjwlpawfe5hz6plcrmmpha0px, 3002647151587, 0.000002445091823766, 0, 10148.6747, 10148.6747, 0, 0, 0.00000000, 2.48144415%, False
Junglefly,exvaloper1w3ptfgekjgdvwkqmdepdeyvuxqmcplfszlz3jm, 3002333539484, 0.000002445347228563, 0, 10147.6147, 10147.6147, 0, 0, 0.00000000, 2.48144415%, False
Deeworld,exvaloper1v4kagglr3vq82vqywqd8quhsuarkm4kf2nz85r, 3002157791171, 0.000002445490380816, 0, 10147.0207, 10147.0207, 0, 0, 0.00000000, 2.48144415%, False
Pialote,exvaloper1rmrx7wp60almzvghx2820aamjfd4kgwlcx542p, 3002041671750, 0.000002445584972750, 0, 10146.6282, 10146.6282, 0, 0, 0.00000000, 2.48144415%, False
Linkeye,exvaloper14zgafe7cynlpuhpfpqpxu2gntzhq6ttedqru6j, 3001213592329, 0.000002446259745979, 0, 10143.8294, 10143.8294, 0, 0, 0.00000000, 2.48144415%, False
Wulix,exvaloper13mayrjzsrp976y0ae0qw8sjan3qg2xfdeq8vmh, 2943165471929, 0.000002494507383300, 0, 9947.6320, 9947.6320, 0, 0, 0.00000000, 2.48144415%, False
Sakuya,exvaloper104y8sy0r6fke4a9qr8u05j6v5y68gkh4v3ud9t, 2942944665695, 0.000002494694543727, 0, 9946.8857, 9946.8857, 0, 0, 0.00000000, 2.48144415%, False
DappBirds,exvaloper1rv8tjxp8d8ucuak8c7svewwugzfdjwf9arju5j, 1345014898, 0.005458488237503522, 0, 4.5460, 4.5460, 0, 0, 0.00000000, 2.48142875%, False
--------
depoistOKT,voteValidatorNum,totalARP
100, 25, 97.97231327%
