name,address, shares, ratePerOneOKT,rewards25PerYear, rewards75PerYear, rewardsPerYear, commissionRate, depositOktNums, depositOktRewardPerYear, APR, top21
Chillcrypto,exvaloper1xkl5agjzqnjnptyat2dng2asmx8g5kllg7xamv, 41891986461017, 0.000000175254234049, 46928.5714, 141593.9618, 188522.5332, 0, 100, 3.30393722, 3.30393722%, True
Unique farming,exvaloper1fymxn4gazxzjdfvwvr0ccnrnjpwmj0r9vw3t2y, 41889906928312, 0.000000175262934161, 46928.5714, 141586.9330, 188515.5044, 0, 0, 0.00000000, 3.30397804%, True
Tombolo,exvaloper1m569cfenudxemegcf4mmykhugnslhdv0xhvcj6, 41888359815303, 0.000000175269407357, 46928.5714, 141581.7038, 188510.2752, 0, 0, 0.00000000, 3.30400842%, True
Defilego,exvaloper1tkwxgcpvptua0q0h5tn0at58ufnjdue7xp9jh4, 41886789011351, 0.000000175275980167, 46928.5714, 141576.3945, 188504.9659, 0, 0, 0.00000000, 3.30403927%, True
Nodeplus,exvaloper1ygcvtcqxl82xvzrq25dymam434k3nnc8kwvrkm, 41886534633212, 0.000000175277044623, 46928.5714, 141575.5347, 188504.1061, 0, 0, 0.00000000, 3.30404426%, True
DeLab,exvaloper1c34s7lc7ec8gs9xrtxeh0j2wjaam25c3g06xp3, 41884488642584, 0.000000175285606628, 46928.5714, 141568.6193, 188497.1907, 0, 0, 0.00000000, 3.30408444%, True
Hydrus,exvaloper1508d7eq592kg2lh9d46xvv3r4sm7gm8w0nrejk, 41882557430968, 0.000000175293689076, 46928.5714, 141562.0918, 188490.6632, 0, 0, 0.00000000, 3.30412237%, True
Blockpro,exvaloper1ja9xngm4zh0t442mse73ll30p7dczd49s88n2x, 41882114025149, 0.000000175295544909, 46928.5714, 141560.5931, 188489.1645, 0, 0, 0.00000000, 3.30413108%, True
ZK capitial,exvaloper1zza3jrylyecrtuh0p9ts2xauzsefuvwa4l9fsx, 41879620949140, 0.000000175305980179, 46928.5714, 141552.1666, 188480.7380, 0, 0, 0.00000000, 3.30418005%, True
Samual,exvaloper1ka92ujcwh6hyyeu4tymzy3dedgxplt4dtsr7xh, 41878299446868, 0.000000175311512095, 46928.5714, 141547.7000, 188476.2714, 0, 0, 0.00000000, 3.30420601%, True
