name,address, shares, ratePerOneOKT,rewards25PerYear, rewards75PerYear, rewardsPerYear, commissionRate, depositOktNums, depositOktRewardPerYear, APR, top21
Chillcrypto,exvaloper1xkl5agjzqnjnptyat2dng2asmx8g5kllg7xamv, 41891986461017, 0.000000175254234049, 46928.5714, 141590.5153, 188519.0867, 0, 100, 3.30387681, 3.30387681%, True
Unique farming,exvaloper1fymxn4gazxzjdfvwvr0ccnrnjpwmj0r9vw3t2y, 41890641103112, 0.000000175259862506, 46928.5714, 141585.9682, 188514.5396, 0, 100, 3.30390323, 3.30390323%, True
Tombolo,exvaloper1m569cfenudxemegcf4mmykhugnslhdv0xhvcj6, 41889093990103, 0.000000175266335475, 46928.5714, 141580.7391, 188509.3105, 0, 100, 3.30393361, 3.30393361%, True
Defilego,exvaloper1tkwxgcpvptua0q0h5tn0at58ufnjdue7xp9jh4, 41887523186151, 0.000000175272908054, 46928.5714, 141575.4299, 188504.0013, 0, 100, 3.30396445, 3.30396445%, True
Nodeplus,exvaloper1ygcvtcqxl82xvzrq25dymam434k3nnc8kwvrkm, 41887268808012, 0.000000175273972472, 46928.5714, 141574.5702, 188503.1416, 0, 100, 3.30396945, 3.30396945%, True
DeLab,exvaloper1c34s7lc7ec8gs9xrtxeh0j2wjaam25c3g06xp3, 41885222817384, 0.000000175282534177, 46928.5714, 141567.6549, 188496.2263, 0, 100, 3.30400962, 3.30400962%, True
Hydrus,exvaloper1508d7eq592kg2lh9d46xvv3r4sm7gm8w0nrejk, 41883291605768, 0.000000175290616342, 46928.5714, 141561.1276, 188489.6990, 0, 100, 3.30404755, 3.30404755%, True
Blockpro,exvaloper1ja9xngm4zh0t442mse73ll30p7dczd49s88n2x, 41882848199949, 0.000000175292472111, 46928.5714, 141559.6290, 188488.2004, 0, 100, 3.30405626, 3.30405626%, True
ZK capitial,exvaloper1zza3jrylyecrtuh0p9ts2xauzsefuvwa4l9fsx, 41880355123940, 0.000000175302907014, 46928.5714, 141551.2026, 188479.7740, 0, 100, 3.30410523, 3.30410523%, True
Samual,exvaloper1ka92ujcwh6hyyeu4tymzy3dedgxplt4dtsr7xh, 41879033621668, 0.000000175308438736, 46928.5714, 141546.7361, 188475.3075, 0, 100, 3.30413119, 3.30413119%, True
Zapzap,exvaloper1qva0ejf0t943x6rt824gwmvtjgec9cjrut5wn8, 41877600089808, 0.000000175314439802, 46928.5714, 141541.8909, 188470.4623, 0, 100, 3.30415935, 3.30415935%, True
Squares,exvaloper19wln93k3faq7vkqzlc9gljr3ey5fljt93jfxsy, 41876278365670, 0.000000175319973181, 46928.5714, 141537.4236, 188465.9950, 0, 100, 3.30418532, 3.30418532%, True
Nozash,exvaloper195ez67wmhprwrru34gvttyd8ttpl7edx3px8ua, 41874985808566, 0.000000175325384791, 46928.5714, 141533.0549, 188461.6263, 0, 100, 3.30421071, 3.30421071%, True
Collector,exvaloper1q9nct2gska2yutx24starv6s63xz022fdwdgzv, 41873661220423, 0.000000175330930853, 46928.5714, 141528.5779, 188457.1493, 0, 100, 3.30423674, 3.30423674%, True
Unicorn,exvaloper1zxthrcdcecfe5ss4tal0tq30hzel2lks6psuhm, 41872331500921, 0.000000175336498753, 46928.5714, 141524.0836, 188452.6550, 0, 100, 3.30426287, 3.30426287%, True
ChainHub,exvaloper1s6nfs7mlj7ewsskkrmekqhpq2w234fcz5uq4m5, 41870947408249, 0.000000175342294704, 46928.5714, 141519.4055, 188447.9769, 0, 100, 3.30429007, 3.30429007%, True
Cryptomars,exvaloper18au05qx485u2qcw2gvqsrfh29evq77lm9u2jwr, 41868748340331, 0.000000175351504189, 46928.5714, 141511.9729, 188440.5443, 0, 100, 3.30433329, 3.30433329%, True
Cosmostation,exvaloper19e6edpu97d6w2t5dlp7lph2fkdja0lvlj8ngk0, 41867445582292, 0.000000175356960471, 46928.5714, 141507.5697, 188436.1411, 0, 100, 3.30435889, 3.30435889%, True
Nebulas NOVA,exvaloper188dhgmaq8cka2yczzjfzsw0nely6y8uap4u5kg, 4957936024263, 0.000001480807328709, 46928.5714, 16757.3032, 63685.8746, 0, 100, 9.43065098, 9.43065098%, True
ChainUP Labs,exvaloper1vlzgq74y6hm9crhkkhdjy77uvyqa0zdupstsqj, 4953464049022, 0.000001482144197948, 46928.5714, 16742.1883, 63670.7597, 0, 100, 9.43692471, 9.43692471%, True
X-DUCK,exvaloper1vsjcts3ga8dgf6nj2q7vmlrnu5en4cneaskg9w, 4769828043084, 0.000001539206011975, 46928.5714, 16121.5179, 63050.0893, 0, 100, 9.70470765, 9.70470765%, True
OKLive,exvaloper1v5pvu4rkzc5axd6f7ngxa39je6d0lyujky5tng, 4769828043084, 0.000001539206011975, 0, 16121.5179, 16121.5179, 0, 100, 2.48143373, 2.48143373%, False
jiqix,exvaloper1evazeyntpfr62avj65dwd6mcw9wvh24kc3x84s, 4765980919730, 0.000001540448466675, 0, 16108.5151, 16108.5151, 0, 100, 2.48143374, 2.48143374%, False
GongFu,exvaloper1w5zu7xxzfdx729elg2lu4rnltjsvzpdg3dhpaf, 4765707683016, 0.000001540536786628, 0, 16107.5915, 16107.5915, 0, 100, 2.48143372, 2.48143372%, False
ICoin,exvaloper1fwvre7w2na66fq3k2wjy30rzp07c4fl99v3hsw, 4765610221583, 0.000001540568292126, 0, 16107.2621, 16107.2621, 0, 100, 2.48143373, 2.48143373%, False
okusb,exvaloper14kpvn0zr75594rlrl66lw953mlkrq6qz5ctupj, 4765610221583, 0.000001540568292126, 0, 16107.2621, 16107.2621, 0, 100, 2.48143373, 2.48143373%, False
oxford,exvaloper1xaxvu9wxr8szym3aqdesvqq968y2tf53l8fyak, 4761169883853, 0.000001542005048990, 0, 16092.2543, 16092.2543, 0, 100, 2.48143374, 2.48143374%, False
voyager,exvaloper1hw0y28hgzadpmjwa68sfukdp69pc68cnxxgml0, 4761169883853, 0.000001542005048990, 0, 16092.2543, 16092.2543, 0, 100, 2.48143374, 2.48143374%, False
White whale-3,exvaloper1pc864zshkvsgc724k5jffcjsrmhz63m6gwrrhh, 4602100015529, 0.000001595303877627, 0, 15554.6148, 15554.6148, 0, 100, 2.48143373, 2.48143373%, False
