name,address, shares, ratePerOneOKT,rewards25PerYear, rewards75PerYear, rewardsPerYear, commissionRate, depositOktNums, depositOktRewardPerYear, APR, top21
Chillcrypto,exvaloper1xkl5agjzqnjnptyat2dng2asmx8g5kllg7xamv, 41964669766217, 0.000000174950691639, 46928.5714, 141483.4923, 188412.0637, 0, 10000, 329.62820857, 3.29628209%, True
Unique farming,exvaloper1fymxn4gazxzjdfvwvr0ccnrnjpwmj0r9vw3t2y, 41963324408312, 0.000000174956300615, 46928.5714, 141478.9564, 188407.5278, 0, 10000, 329.63084072, 3.29630841%, True
Tombolo,exvaloper1m569cfenudxemegcf4mmykhugnslhdv0xhvcj6, 41961777295303, 0.000000174962751180, 46928.5714, 141473.7403, 188402.3117, 0, 10000, 329.63386784, 3.29633868%, True
Defilego,exvaloper1tkwxgcpvptua0q0h5tn0at58ufnjdue7xp9jh4, 41960206491351, 0.000000174969301009, 46928.5714, 141468.4444, 188397.0158, 0, 10000, 329.63694167, 3.29636942%, True
Nodeplus,exvaloper1ygcvtcqxl82xvzrq25dymam434k3nnc8kwvrkm, 41959952113212, 0.000000174970361744, 46928.5714, 141467.5867, 188396.1581, 0, 10000, 329.63743934, 3.29637439%, True
DeLab,exvaloper1c34s7lc7ec8gs9xrtxeh0j2wjaam25c3g06xp3, 41957906122584, 0.000000174978893812, 46928.5714, 141460.6887, 188389.2601, 0, 10000, 329.64144338, 3.29641443%, True
Hydrus,exvaloper1508d7eq592kg2lh9d46xvv3r4sm7gm8w0nrejk, 41955974910968, 0.000000174986947999, 46928.5714, 141454.1776, 188382.7490, 0, 10000, 329.64522303, 3.29645223%, True
Blockpro,exvaloper1ja9xngm4zh0t442mse73ll30p7dczd49s88n2x, 41955531505149, 0.000000174988797344, 46928.5714, 141452.6827, 188381.2541, 0, 10000, 329.64609097, 3.29646091%, True
ZK capitial,exvaloper1zza3jrylyecrtuh0p9ts2xauzsefuvwa4l9fsx, 41953038429140, 0.000000174999196123, 46928.5714, 141444.2773, 188372.8487, 0, 10000, 329.65097094, 3.29650971%, True
Samual,exvaloper1ka92ujcwh6hyyeu4tymzy3dedgxplt4dtsr7xh, 41951716926868, 0.000000175004708694, 46928.5714, 141439.8219, 188368.3933, 0, 10000, 329.65355797, 3.29653558%, True
Zapzap,exvaloper1qva0ejf0t943x6rt824gwmvtjgec9cjrut5wn8, 41950283395008, 0.000000175010688983, 46928.5714, 141434.9887, 188363.5601, 0, 10000, 329.65636432, 3.29656364%, True
Squares,exvaloper19wln93k3faq7vkqzlc9gljr3ey5fljt93jfxsy, 41948961670870, 0.000000175016203204, 46928.5714, 141430.5326, 188359.1040, 0, 10000, 329.65895221, 3.29658952%, True
Nozash,exvaloper195ez67wmhprwrru34gvttyd8ttpl7edx3px8ua, 41947669113766, 0.000000175021596077, 46928.5714, 141426.1747, 188354.7461, 0, 10000, 329.66148291, 3.29661483%, True
