name,address, shares, ratePerOneOKT,rewards25PerYear, rewards75PerYear, rewardsPerYear, commissionRate, depositOktNums, depositOktRewardPerYear, APR, top21
Chillcrypto,exvaloper1xkl5agjzqnjnptyat2dng2asmx8g5kllg7xamv, 41891986461017, 0.000000175254234049, 46928.5714, 141589.7301, 188518.3015, 0, 100, 3.30386305, 3.30386305%, True
Unique farming,exvaloper1fymxn4gazxzjdfvwvr0ccnrnjpwmj0r9vw3t2y, 41890641103112, 0.000000175259862506, 46928.5714, 141585.1829, 188513.7543, 0, 100, 3.30388947, 3.30388947%, True
Tombolo,exvaloper1m569cfenudxemegcf4mmykhugnslhdv0xhvcj6, 41889093990103, 0.000000175266335475, 46928.5714, 141579.9539, 188508.5253, 0, 100, 3.30391984, 3.30391984%, True
Defilego,exvaloper1tkwxgcpvptua0q0h5tn0at58ufnjdue7xp9jh4, 41887523186151, 0.000000175272908054, 46928.5714, 141574.6447, 188503.2161, 0, 100, 3.30395069, 3.30395069%, True
Nodeplus,exvaloper1ygcvtcqxl82xvzrq25dymam434k3nnc8kwvrkm, 41887268808012, 0.000000175273972472, 46928.5714, 141573.7850, 188502.3564, 0, 100, 3.30395568, 3.30395568%, True
DeLab,exvaloper1c34s7lc7ec8gs9xrtxeh0j2wjaam25c3g06xp3, 41885222817384, 0.000000175282534177, 46928.5714, 141566.8698, 188495.4412, 0, 100, 3.30399586, 3.30399586%, True
Hydrus,exvaloper1508d7eq592kg2lh9d46xvv3r4sm7gm8w0nrejk, 41883291605768, 0.000000175290616342, 46928.5714, 141560.3425, 188488.9139, 0, 100, 3.30403379, 3.30403379%, True
Blockpro,exvaloper1ja9xngm4zh0t442mse73ll30p7dczd49s88n2x, 41882848199949, 0.000000175292472111, 46928.5714, 141558.8439, 188487.4153, 0, 100, 3.30404250, 3.30404250%, True
ZK capitial,exvaloper1zza3jrylyecrtuh0p9ts2xauzsefuvwa4l9fsx, 41880355123940, 0.000000175302907014, 46928.5714, 141550.4176, 188478.9890, 0, 100, 3.30409147, 3.30409147%, True
Samual,exvaloper1ka92ujcwh6hyyeu4tymzy3dedgxplt4dtsr7xh, 41879033621668, 0.000000175308438736, 46928.5714, 141545.9511, 188474.5225, 0, 100, 3.30411743, 3.30411743%, True
Zapzap,exvaloper1qva0ejf0t943x6rt824gwmvtjgec9cjrut5wn8, 41877600089808, 0.000000175314439802, 46928.5714, 141541.1059, 188469.6773, 0, 100, 3.30414559, 3.30414559%, True
Squares,exvaloper19wln93k3faq7vkqzlc9gljr3ey5fljt93jfxsy, 41876278365670, 0.000000175319973181, 46928.5714, 141536.6386, 188465.2100, 0, 100, 3.30417156, 3.30417156%, True
Nozash,exvaloper195ez67wmhprwrru34gvttyd8ttpl7edx3px8ua, 41874985808566, 0.000000175325384791, 46928.5714, 141532.2700, 188460.8414, 0, 100, 3.30419695, 3.30419695%, True
Collector,exvaloper1q9nct2gska2yutx24starv6s63xz022fdwdgzv, 41873661220423, 0.000000175330930853, 46928.5714, 141527.7930, 188456.3644, 0, 100, 3.30422298, 3.30422298%, True
Unicorn,exvaloper1zxthrcdcecfe5ss4tal0tq30hzel2lks6psuhm, 41872331500921, 0.000000175336498753, 46928.5714, 141523.2987, 188451.8701, 0, 100, 3.30424911, 3.30424911%, True
ChainHub,exvaloper1s6nfs7mlj7ewsskkrmekqhpq2w234fcz5uq4m5, 41870947408249, 0.000000175342294704, 46928.5714, 141518.6207, 188447.1921, 0, 100, 3.30427631, 3.30427631%, True
Cryptomars,exvaloper18au05qx485u2qcw2gvqsrfh29evq77lm9u2jwr, 41868748340331, 0.000000175351504189, 46928.5714, 141511.1881, 188439.7595, 0, 100, 3.30431953, 3.30431953%, True
Cosmostation,exvaloper19e6edpu97d6w2t5dlp7lph2fkdja0lvlj8ngk0, 41867445582292, 0.000000175356960471, 46928.5714, 141506.7849, 188435.3563, 0, 100, 3.30434513, 3.30434513%, True
Nebulas NOVA,exvaloper188dhgmaq8cka2yczzjfzsw0nely6y8uap4u5kg, 4958205547319, 0.000001480726833515, 46928.5714, 16758.1212, 63686.6926, 0, 100, 9.43025947, 9.43025947%, True
ChainUP Labs,exvaloper1vlzgq74y6hm9crhkkhdjy77uvyqa0zdupstsqj, 4953733572078, 0.000001482063557350, 46928.5714, 16743.0064, 63671.5778, 0, 100, 9.43653251, 9.43653251%, True
X-DUCK,exvaloper1vsjcts3ga8dgf6nj2q7vmlrnu5en4cneaskg9w, 4770097566139, 0.000001539119042788, 46928.5714, 16122.3395, 63050.9109, 0, 100, 9.70428576, 9.70428576%, True
OKLive,exvaloper1v5pvu4rkzc5axd6f7ngxa39je6d0lyujky5tng, 4770097566139, 0.000001539119042788, 0, 16122.3395, 16122.3395, 0, 100, 2.48141997, 2.48141997%, False
