name,address, shares, ratePerOneOKT,rewards25PerYear, rewards75PerYear, rewardsPerYear, commissionRate, depositOktNums, depositOktRewardPerYear, APR, top21
Chillcrypto,exvaloper1xkl5agjzqnjnptyat2dng2asmx8g5kllg7xamv, 49233000286217, 0.000000149122498270, 46928.5714, 147798.6563, 194727.2277, 0, 1000000, 29038.21067582, 2.90382107%, True
Unique farming,exvaloper1fymxn4gazxzjdfvwvr0ccnrnjpwmj0r9vw3t2y, 49231654928312, 0.000000149126573354, 46928.5714, 147794.6175, 194723.1889, 0, 1000000, 29038.40191322, 2.90384019%, True
Tombolo,exvaloper1m569cfenudxemegcf4mmykhugnslhdv0xhvcj6, 49230107815303, 0.000000149131259829, 46928.5714, 147789.9730, 194718.5444, 0, 1000000, 29038.62183844, 2.90386218%, True
Defilego,exvaloper1tkwxgcpvptua0q0h5tn0at58ufnjdue7xp9jh4, 49228537011351, 0.000000149136018369, 46928.5714, 147785.2575, 194713.8289, 0, 1000000, 29038.84516353, 2.90388452%, True
Nodeplus,exvaloper1ygcvtcqxl82xvzrq25dymam434k3nnc8kwvrkm, 49228282633212, 0.000000149136789002, 46928.5714, 147784.4938, 194713.0652, 0, 1000000, 29038.88132067, 2.90388813%, True
DeLab,exvaloper1c34s7lc7ec8gs9xrtxeh0j2wjaam25c3g06xp3, 49226236642584, 0.000000149142987576, 46928.5714, 147778.3517, 194706.9231, 0, 1000000, 29039.17221286, 2.90391722%, True
Hydrus,exvaloper1508d7eq592kg2lh9d46xvv3r4sm7gm8w0nrejk, 49224305430968, 0.000000149148838886, 46928.5714, 147772.5542, 194701.1256, 0, 1000000, 29039.44681304, 2.90394468%, True
Blockpro,exvaloper1ja9xngm4zh0t442mse73ll30p7dczd49s88n2x, 49223862025149, 0.000000149150182410, 46928.5714, 147771.2230, 194699.7944, 0, 1000000, 29039.50984995, 2.90395098%, True
ZK capitial,exvaloper1zza3jrylyecrtuh0p9ts2xauzsefuvwa4l9fsx, 49221368949140, 0.000000149157736909, 46928.5714, 147763.7388, 194692.3102, 0, 1000000, 29039.86438302, 2.90398644%, True
Samual,exvaloper1ka92ujcwh6hyyeu4tymzy3dedgxplt4dtsr7xh, 49220047446868, 0.000000149161741624, 46928.5714, 147759.7716, 194688.3430, 0, 1000000, 29040.05231577, 2.90400523%, True
Zapzap,exvaloper1qva0ejf0t943x6rt824gwmvtjgec9cjrut5wn8, 49218613915008, 0.000000149166086080, 46928.5714, 147755.4681, 194684.0395, 0, 1000000, 29040.25619446, 2.90402562%, True
Squares,exvaloper19wln93k3faq7vkqzlc9gljr3ey5fljt93jfxsy, 49217292190870, 0.000000149170091917, 46928.5714, 147751.5002, 194680.0716, 0, 1000000, 29040.44417498, 2.90404442%, True
Nozash,exvaloper195ez67wmhprwrru34gvttyd8ttpl7edx3px8ua, 49215999633766, 0.000000149174009563, 46928.5714, 147747.6199, 194676.1913, 0, 1000000, 29040.62802267, 2.90406280%, True
Collector,exvaloper1q9nct2gska2yutx24starv6s63xz022fdwdgzv, 49214675045623, 0.000000149178024506, 46928.5714, 147743.6435, 194672.2149, 0, 1000000, 29040.81644499, 2.90408164%, True
Unicorn,exvaloper1zxthrcdcecfe5ss4tal0tq30hzel2lks6psuhm, 49213345326121, 0.000000149182055220, 46928.5714, 147739.6517, 194668.2231, 0, 1000000, 29041.00560808, 2.90410056%, True
ChainHub,exvaloper1s6nfs7mlj7ewsskkrmekqhpq2w234fcz5uq4m5, 41870213233449, 0.000000175345369250, 46928.5714, 125695.3917, 172623.9631, 0, 0, 0.00000000, 3.02688126%, True
Cryptomars,exvaloper18au05qx485u2qcw2gvqsrfh29evq77lm9u2jwr, 41868014165531, 0.000000175354579058, 46928.5714, 125688.7900, 172617.3614, 0, 0, 0.00000000, 3.02692447%, True
