name,address, shares, ratePerOneOKT,rewards25PerYear, rewards75PerYear, rewardsPerYear, commissionRate, depositOktNums, depositOktRewardPerYear, APR, top21
Chillcrypto,exvaloper1xkl5agjzqnjnptyat2dng2asmx8g5kllg7xamv, 49233000286217, 0.000000149122498270, 46928.5714, 137544.9599, 184473.5313, 0, 1000000, 27509.15385215, 2.75091539%, True
Unique farming,exvaloper1fymxn4gazxzjdfvwvr0ccnrnjpwmj0r9vw3t2y, 49231654928312, 0.000000149126573354, 46928.5714, 137541.2013, 184469.7727, 0, 1000000, 27509.34509014, 2.75093451%, True
Tombolo,exvaloper1m569cfenudxemegcf4mmykhugnslhdv0xhvcj6, 49230107815303, 0.000000149131259829, 46928.5714, 137536.8791, 184465.4505, 0, 1000000, 27509.56502799, 2.75095650%, True
Defilego,exvaloper1tkwxgcpvptua0q0h5tn0at58ufnjdue7xp9jh4, 49228537011351, 0.000000149136018369, 46928.5714, 137532.4906, 184461.0620, 0, 1000000, 27509.78833080, 2.75097883%, True
Nodeplus,exvaloper1ygcvtcqxl82xvzrq25dymam434k3nnc8kwvrkm, 49228282633212, 0.000000149136789002, 46928.5714, 137531.7799, 184460.3513, 0, 1000000, 27509.82449106, 2.75098245%, True
DeLab,exvaloper1c34s7lc7ec8gs9xrtxeh0j2wjaam25c3g06xp3, 49226236642584, 0.000000149142987576, 46928.5714, 137526.0639, 184454.6353, 0, 1000000, 27510.11538088, 2.75101154%, True
Hydrus,exvaloper1508d7eq592kg2lh9d46xvv3r4sm7gm8w0nrejk, 49224305430968, 0.000000149148838886, 46928.5714, 137520.6686, 184449.2400, 0, 1000000, 27510.38997941, 2.75103900%, True
Blockpro,exvaloper1ja9xngm4zh0t442mse73ll30p7dczd49s88n2x, 49223862025149, 0.000000149150182410, 46928.5714, 137519.4298, 184448.0012, 0, 1000000, 27510.45302414, 2.75104530%, True
ZK capitial,exvaloper1zza3jrylyecrtuh0p9ts2xauzsefuvwa4l9fsx, 49221368949140, 0.000000149157736909, 46928.5714, 137512.4648, 184441.0362, 0, 1000000, 27510.80755274, 2.75108076%, True
Samual,exvaloper1ka92ujcwh6hyyeu4tymzy3dedgxplt4dtsr7xh, 49220047446868, 0.000000149161741624, 46928.5714, 137508.7729, 184437.3443, 0, 1000000, 27510.99549629, 2.75109955%, True
Zapzap,exvaloper1qva0ejf0t943x6rt824gwmvtjgec9cjrut5wn8, 49218613915008, 0.000000149166086080, 46928.5714, 137504.7679, 184433.3393, 0, 1000000, 27511.19936605, 2.75111994%, True
Squares,exvaloper19wln93k3faq7vkqzlc9gljr3ey5fljt93jfxsy, 49217292190870, 0.000000149170091917, 46928.5714, 137501.0753, 184429.6467, 0, 1000000, 27511.38735046, 2.75113874%, True
Nozash,exvaloper195ez67wmhprwrru34gvttyd8ttpl7edx3px8ua, 49215999633766, 0.000000149174009563, 46928.5714, 137497.4643, 184426.0357, 0, 1000000, 27511.57121318, 2.75115712%, True
Collector,exvaloper1q9nct2gska2yutx24starv6s63xz022fdwdgzv, 49214675045623, 0.000000149178024506, 46928.5714, 137493.7637, 184422.3351, 0, 1000000, 27511.75962500, 2.75117596%, True
Unicorn,exvaloper1zxthrcdcecfe5ss4tal0tq30hzel2lks6psuhm, 49213345326121, 0.000000149182055220, 46928.5714, 137490.0488, 184418.6202, 0, 1000000, 27511.94878227, 2.75119488%, True
ChainHub,exvaloper1s6nfs7mlj7ewsskkrmekqhpq2w234fcz5uq4m5, 49211961233449, 0.000000149186250984, 46928.5714, 137486.1819, 184414.7533, 0, 1000000, 27512.14567097, 2.75121457%, True
Cryptomars,exvaloper18au05qx485u2qcw2gvqsrfh29evq77lm9u2jwr, 49209762165531, 0.000000149192917765, 46928.5714, 137480.0383, 184408.6097, 0, 1000000, 27512.45854213, 2.75124585%, True
Cosmostation,exvaloper19e6edpu97d6w2t5dlp7lph2fkdja0lvlj8ngk0, 49208459407492, 0.000000149196867539, 46928.5714, 137476.3987, 184404.9701, 0, 1000000, 27512.64389754, 2.75126439%, True
Nebulas NOVA,exvaloper188dhgmaq8cka2yczzjfzsw0nely6y8uap4u5kg, 12298949849463, 0.000000596941046989, 46928.5714, 34360.2574, 81288.8288, 0, 1000000, 48524.63857238, 4.85246386%, True
ChainUP Labs,exvaloper1vlzgq74y6hm9crhkkhdjy77uvyqa0zdupstsqj, 12294477874222, 0.000000597158177444, 46928.5714, 34347.7638, 81276.3352, 0, 1000000, 48534.82819736, 4.85348282%, True
X-DUCK,exvaloper1vsjcts3ga8dgf6nj2q7vmlrnu5en4cneaskg9w, 12110841868284, 0.000000606212852901, 46928.5714, 33834.7297, 80763.3011, 0, 1000000, 48959.75116953, 4.89597512%, True
OKLive,exvaloper1v5pvu4rkzc5axd6f7ngxa39je6d0lyujky5tng, 12110841868284, 0.000000606212852901, 0, 33834.7297, 33834.7297, 0, 1000000, 20511.04801857, 2.05110480%, False
jiqix,exvaloper1evazeyntpfr62avj65dwd6mcw9wvh24kc3x84s, 12106994744930, 0.000000606405483332, 0, 33823.9818, 33823.9818, 0, 1000000, 20511.04803164, 2.05110480%, False
GongFu,exvaloper1w5zu7xxzfdx729elg2lu4rnltjsvzpdg3dhpaf, 12106721508216, 0.000000606419169303, 0, 33823.2185, 33823.2185, 0, 1000000, 20511.04806592, 2.05110481%, False
ICoin,exvaloper1fwvre7w2na66fq3k2wjy30rzp07c4fl99v3hsw, 12106624046783, 0.000000606424051133, 0, 33822.9462, 33822.9462, 0, 1000000, 20511.04805586, 2.05110481%, False
okusb,exvaloper14kpvn0zr75594rlrl66lw953mlkrq6qz5ctupj, 4764876046783, 0.000001540805663761, 0, 13311.8981, 13311.8981, 0, 0, 0.00000000, 2.05110480%, False
oxford,exvaloper1xaxvu9wxr8szym3aqdesvqq968y2tf53l8fyak, 4760435709053, 0.000001542242863618, 0, 13299.4929, 13299.4929, 0, 0, 0.00000000, 2.05110480%, False
voyager,exvaloper1hw0y28hgzadpmjwa68sfukdp69pc68cnxxgml0, 4760435709053, 0.000001542242863618, 0, 13299.4929, 13299.4929, 0, 0, 0.00000000, 2.05110480%, False
White whale-3,exvaloper1pc864zshkvsgc724k5jffcjsrmhz63m6gwrrhh, 4601365840729, 0.000001595558417680, 0, 12855.0906, 12855.0906, 0, 0, 0.00000000, 2.05110480%, False
White whale-2,exvaloper1klcqq056hndfch7yew6fkl6tyrdr07qxv60g90, 4601365840729, 0.000001595558417680, 0, 12855.0906, 12855.0906, 0, 0, 0.00000000, 2.05110480%, False
White whale-1,exvaloper1a9893mfvk9x80x209jhpvl0hm24djxqhr3jwuf, 4601365840729, 0.000001595558417680, 0, 12855.0906, 12855.0906, 0, 0, 0.00000000, 2.05110480%, False
White whale-6,exvaloper1rr253al2mtdgfcjwh7j3778g5gru3elyumxj8m, 4601365812435, 0.000001595558427491, 0, 12855.0905, 12855.0905, 0, 0, 0.00000000, 2.05110480%, False
White whale-5,exvaloper18w9mggs2s5t8ve0zr0ctjcyq7faft3qp8dlj75, 4601365812435, 0.000001595558427491, 0, 12855.0905, 12855.0905, 0, 0, 0.00000000, 2.05110480%, False
White whale-13,exvaloper1079vd72hpvlhnt7yjdya50egxkdr4dtureduuf, 4601365812435, 0.000001595558427491, 0, 12855.0905, 12855.0905, 0, 0, 0.00000000, 2.05110480%, False
White whale-12,exvaloper1k84d9rfaz6v92sazaclj24uyvx79wnl8kvckks, 4601365812435, 0.000001595558427491, 0, 12855.0905, 12855.0905, 0, 0, 0.00000000, 2.05110480%, False
White whale-4,exvaloper1h59keaqu7jap3cs6fqw0usggapl9q2x5v4w7rx, 4601365812435, 0.000001595558427491, 0, 12855.0905, 12855.0905, 0, 0, 0.00000000, 2.05110480%, False
OKvibe,exvaloper1mlmwvdprn8dj6g45vdxkjsjgu4ntu9j7dnjky2, 3058144235244, 0.000002400719990702, 0, 8543.7069, 8543.7069, 0, 0, 0.00000000, 2.05110479%, False
Validator1,exvaloper18v23ln9ycrtg0mrwsm004sh4tdknudtdapcfcq, 3031905295260, 0.000002421496479945, 0, 8470.4018, 8470.4018, 0, 0, 0.00000000, 2.05110481%, False
Validator2,exvaloper1ucmx6vvtrwam9pg20fnwmy9z80uhchyxqn67wq, 3028074584720, 0.000002424559829882, 0, 8459.6997, 8459.6997, 0, 0, 0.00000000, 2.05110481%, False
Validator3,exvaloper1g3a6vtau2k93n4tqgqnrggeu3qa4x20rgs4x4s, 3024375354048, 0.000002427525402948, 0, 8449.3649, 8449.3649, 0, 0, 0.00000000, 2.05110479%, False
Best bp,exvaloper1tat4lam8wjqmeax9mv4s584vu2mp7c0cgvlajl, 3003005597444, 0.000002444799971818, 0, 8389.6631, 8389.6631, 0, 0, 0.00000000, 2.05110481%, False
Taurus,exvaloper1rz7frqz9ky52qqjwlpawfe5hz6plcrmmpha0px, 3002647151587, 0.000002445091823766, 0, 8388.6617, 8388.6617, 0, 0, 0.00000000, 2.05110481%, False
Junglefly,exvaloper1w3ptfgekjgdvwkqmdepdeyvuxqmcplfszlz3jm, 3002333539484, 0.000002445347228563, 0, 8387.7855, 8387.7855, 0, 0, 0.00000000, 2.05110480%, False
Deeworld,exvaloper1v4kagglr3vq82vqywqd8quhsuarkm4kf2nz85r, 3002157791171, 0.000002445490380816, 0, 8387.2945, 8387.2945, 0, 0, 0.00000000, 2.05110480%, False
Pialote,exvaloper1rmrx7wp60almzvghx2820aamjfd4kgwlcx542p, 3002041671750, 0.000002445584972750, 0, 8386.9701, 8386.9701, 0, 0, 0.00000000, 2.05110480%, False
Linkeye,exvaloper14zgafe7cynlpuhpfpqpxu2gntzhq6ttedqru6j, 3001213592329, 0.000002446259745979, 0, 8384.6567, 8384.6567, 0, 0, 0.00000000, 2.05110482%, False
Wulix,exvaloper13mayrjzsrp976y0ae0qw8sjan3qg2xfdeq8vmh, 2943165471929, 0.000002494507383300, 0, 8222.4844, 8222.4844, 0, 0, 0.00000000, 2.05110480%, False
Sakuya,exvaloper104y8sy0r6fke4a9qr8u05j6v5y68gkh4v3ud9t, 2942944665695, 0.000002494694543727, 0, 8221.8675, 8221.8675, 0, 0, 0.00000000, 2.05110480%, False
DappBirds,exvaloper1rv8tjxp8d8ucuak8c7svewwugzfdjwf9arju5j, 1345014898, 0.005458488237503522, 0, 3.7576, 3.7576, 0, 0, 0.00000000, 2.05108154%, False
--------
depoistOKT,voteValidatorNum,totalARP
1000000, 25, 72.32589630%
