name,address, shares, ratePerOneOKT,rewards25PerYear, rewards75PerYear, rewardsPerYear, commissionRate, depositOktNums, depositOktRewardPerYear, APR, top21
Chillcrypto,exvaloper1xkl5agjzqnjnptyat2dng2asmx8g5kllg7xamv, 49233000286217, 0.000000149122498270, 46928.5714, 132933.7466, 179862.3180, 0, 1000000, 26821.51820479, 2.68215182%, True
Unique farming,exvaloper1fymxn4gazxzjdfvwvr0ccnrnjpwmj0r9vw3t2y, 49231654928312, 0.000000149126573354, 46928.5714, 132930.1140, 179858.6854, 0, 1000000, 26821.70944166, 2.68217094%, True
Tombolo,exvaloper1m569cfenudxemegcf4mmykhugnslhdv0xhvcj6, 49230107815303, 0.000000149131259829, 46928.5714, 132925.9366, 179854.5080, 0, 1000000, 26821.92936396, 2.68219294%, True
Defilego,exvaloper1tkwxgcpvptua0q0h5tn0at58ufnjdue7xp9jh4, 49228537011351, 0.000000149136018369, 46928.5714, 132921.6953, 179850.2667, 0, 1000000, 26822.15267824, 2.68221527%, True
Nodeplus,exvaloper1ygcvtcqxl82xvzrq25dymam434k3nnc8kwvrkm, 49228282633212, 0.000000149136789002, 46928.5714, 132921.0084, 179849.5798, 0, 1000000, 26822.18883473, 2.68221888%, True
DeLab,exvaloper1c34s7lc7ec8gs9xrtxeh0j2wjaam25c3g06xp3, 49226236642584, 0.000000149142987576, 46928.5714, 132915.4841, 179844.0555, 0, 1000000, 26822.47973505, 2.68224797%, True
Hydrus,exvaloper1508d7eq592kg2lh9d46xvv3r4sm7gm8w0nrejk, 49224305430968, 0.000000149148838886, 46928.5714, 132910.2696, 179838.8410, 0, 1000000, 26822.75432175, 2.68227543%, True
Blockpro,exvaloper1ja9xngm4zh0t442mse73ll30p7dczd49s88n2x, 49223862025149, 0.000000149150182410, 46928.5714, 132909.0724, 179837.6438, 0, 1000000, 26822.81737695, 2.68228174%, True
ZK capitial,exvaloper1zza3jrylyecrtuh0p9ts2xauzsefuvwa4l9fsx, 49221368949140, 0.000000149157736909, 46928.5714, 132902.3408, 179830.9122, 0, 1000000, 26823.17189003, 2.68231719%, True
Samual,exvaloper1ka92ujcwh6hyyeu4tymzy3dedgxplt4dtsr7xh, 49220047446868, 0.000000149161741624, 46928.5714, 132898.7727, 179827.3441, 0, 1000000, 26823.35983757, 2.68233598%, True
Zapzap,exvaloper1qva0ejf0t943x6rt824gwmvtjgec9cjrut5wn8, 49218613915008, 0.000000149166086080, 46928.5714, 132894.9020, 179823.4734, 0, 1000000, 26823.56371239, 2.68235637%, True
Squares,exvaloper19wln93k3faq7vkqzlc9gljr3ey5fljt93jfxsy, 49217292190870, 0.000000149170091917, 46928.5714, 132891.3332, 179819.9046, 0, 1000000, 26823.75169769, 2.68237517%, True
Nozash,exvaloper195ez67wmhprwrru34gvttyd8ttpl7edx3px8ua, 49215999633766, 0.000000149174009563, 46928.5714, 132887.8432, 179816.4146, 0, 1000000, 26823.93555112, 2.68239356%, True
Collector,exvaloper1q9nct2gska2yutx24starv6s63xz022fdwdgzv, 49214675045623, 0.000000149178024506, 46928.5714, 132884.2667, 179812.8381, 0, 1000000, 26824.12396858, 2.68241240%, True
Unicorn,exvaloper1zxthrcdcecfe5ss4tal0tq30hzel2lks6psuhm, 49213345326121, 0.000000149182055220, 46928.5714, 132880.6763, 179809.2477, 0, 1000000, 26824.31311945, 2.68243131%, True
ChainHub,exvaloper1s6nfs7mlj7ewsskkrmekqhpq2w234fcz5uq4m5, 49211961233449, 0.000000149186250984, 46928.5714, 132876.9391, 179805.5105, 0, 1000000, 26824.51001776, 2.68245100%, True
Cryptomars,exvaloper18au05qx485u2qcw2gvqsrfh29evq77lm9u2jwr, 49209762165531, 0.000000149192917765, 46928.5714, 132871.0014, 179799.5728, 0, 1000000, 26824.82287893, 2.68248229%, True
Cosmostation,exvaloper19e6edpu97d6w2t5dlp7lph2fkdja0lvlj8ngk0, 49208459407492, 0.000000149196867539, 46928.5714, 132867.4839, 179796.0553, 0, 1000000, 26825.00824663, 2.68250082%, True
Nebulas NOVA,exvaloper188dhgmaq8cka2yczzjfzsw0nely6y8uap4u5kg, 12298949849463, 0.000000596941046989, 46928.5714, 33208.3252, 80136.8966, 0, 1000000, 47837.00295885, 4.78370030%, True
ChainUP Labs,exvaloper1vlzgq74y6hm9crhkkhdjy77uvyqa0zdupstsqj, 12294477874222, 0.000000597158177444, 46928.5714, 33196.2504, 80124.8218, 0, 1000000, 47847.19255411, 4.78471926%, True
X-DUCK,exvaloper1vsjcts3ga8dgf6nj2q7vmlrnu5en4cneaskg9w, 12110841868284, 0.000000606212852901, 46928.5714, 32700.4159, 79628.9873, 0, 1000000, 48272.11556475, 4.82721156%, True
OKLive,exvaloper1v5pvu4rkzc5axd6f7ngxa39je6d0lyujky5tng, 12110841868284, 0.000000606212852901, 0, 32700.4159, 32700.4159, 0, 1000000, 19823.41241379, 1.98234124%, False
jiqix,exvaloper1evazeyntpfr62avj65dwd6mcw9wvh24kc3x84s, 12106994744930, 0.000000606405483332, 0, 32690.0283, 32690.0283, 0, 1000000, 19823.41241140, 1.98234124%, False
GongFu,exvaloper1w5zu7xxzfdx729elg2lu4rnltjsvzpdg3dhpaf, 12106721508216, 0.000000606419169303, 0, 32689.2905, 32689.2905, 0, 1000000, 19823.41239011, 1.98234124%, False
ICoin,exvaloper1fwvre7w2na66fq3k2wjy30rzp07c4fl99v3hsw, 12106624046783, 0.000000606424051133, 0, 32689.0273, 32689.0273, 0, 1000000, 19823.41236286, 1.98234124%, False
okusb,exvaloper14kpvn0zr75594rlrl66lw953mlkrq6qz5ctupj, 12106624046783, 0.000000606424051133, 0, 32689.0273, 32689.0273, 0, 1000000, 19823.41236286, 1.98234124%, False
oxford,exvaloper1xaxvu9wxr8szym3aqdesvqq968y2tf53l8fyak, 12102183709053, 0.000000606646550449, 0, 32677.0380, 32677.0380, 0, 1000000, 19823.41238159, 1.98234124%, False
voyager,exvaloper1hw0y28hgzadpmjwa68sfukdp69pc68cnxxgml0, 12102183709053, 0.000000606646550449, 0, 32677.0380, 32677.0380, 0, 1000000, 19823.41238159, 1.98234124%, False
