name,address, shares, ratePerOneOKT,rewards25PerYear, rewards75PerYear, rewardsPerYear, commissionRate, depositOktNums, depositOktRewardPerYear, APR, top21
Chillcrypto,exvaloper1xkl5agjzqnjnptyat2dng2asmx8g5kllg7xamv, 41891986461017, 0.000000175254234049, 46928.5714, 141593.4864, 188522.0578, 0, 100, 3.30392888, 3.30392888%, True
Unique farming,exvaloper1fymxn4gazxzjdfvwvr0ccnrnjpwmj0r9vw3t2y, 41890641103112, 0.000000175259862506, 46928.5714, 141588.9391, 188517.5105, 0, 100, 3.30395530, 3.30395530%, True
Tombolo,exvaloper1m569cfenudxemegcf4mmykhugnslhdv0xhvcj6, 41889093990103, 0.000000175266335475, 46928.5714, 141583.7099, 188512.2813, 0, 100, 3.30398567, 3.30398567%, True
Defilego,exvaloper1tkwxgcpvptua0q0h5tn0at58ufnjdue7xp9jh4, 41887523186151, 0.000000175272908054, 46928.5714, 141578.4007, 188506.9721, 0, 100, 3.30401652, 3.30401652%, True
Nodeplus,exvaloper1ygcvtcqxl82xvzrq25dymam434k3nnc8kwvrkm, 41887268808012, 0.000000175273972472, 46928.5714, 141577.5409, 188506.1123, 0, 100, 3.30402151, 3.30402151%, True
DeLab,exvaloper1c34s7lc7ec8gs9xrtxeh0j2wjaam25c3g06xp3, 41884488642584, 0.000000175285606628, 46928.5714, 141568.1440, 188496.7154, 0, 0, 0.00000000, 3.30407611%, True
Hydrus,exvaloper1508d7eq592kg2lh9d46xvv3r4sm7gm8w0nrejk, 41882557430968, 0.000000175293689076, 46928.5714, 141561.6166, 188490.1880, 0, 0, 0.00000000, 3.30411404%, True
Blockpro,exvaloper1ja9xngm4zh0t442mse73ll30p7dczd49s88n2x, 41882114025149, 0.000000175295544909, 46928.5714, 141560.1179, 188488.6893, 0, 0, 0.00000000, 3.30412275%, True
ZK capitial,exvaloper1zza3jrylyecrtuh0p9ts2xauzsefuvwa4l9fsx, 41879620949140, 0.000000175305980179, 46928.5714, 141551.6914, 188480.2628, 0, 0, 0.00000000, 3.30417172%, True
Samual,exvaloper1ka92ujcwh6hyyeu4tymzy3dedgxplt4dtsr7xh, 41878299446868, 0.000000175311512095, 46928.5714, 141547.2247, 188475.7961, 0, 0, 0.00000000, 3.30419768%, True
Zapzap,exvaloper1qva0ejf0t943x6rt824gwmvtjgec9cjrut5wn8, 41876865915008, 0.000000175317513371, 46928.5714, 141542.3794, 188470.9508, 0, 0, 0.00000000, 3.30422584%, True
Squares,exvaloper19wln93k3faq7vkqzlc9gljr3ey5fljt93jfxsy, 41875544190870, 0.000000175323046944, 46928.5714, 141537.9121, 188466.4835, 0, 0, 0.00000000, 3.30425181%, True
Nozash,exvaloper195ez67wmhprwrru34gvttyd8ttpl7edx3px8ua, 41874251633766, 0.000000175328458744, 46928.5714, 141533.5433, 188462.1147, 0, 0, 0.00000000, 3.30427721%, True
Collector,exvaloper1q9nct2gska2yutx24starv6s63xz022fdwdgzv, 41872927045623, 0.000000175334005000, 46928.5714, 141529.0662, 188457.6376, 0, 0, 0.00000000, 3.30430324%, True
Unicorn,exvaloper1zxthrcdcecfe5ss4tal0tq30hzel2lks6psuhm, 41871597326121, 0.000000175339573096, 46928.5714, 141524.5718, 188453.1432, 0, 0, 0.00000000, 3.30432937%, True
ChainHub,exvaloper1s6nfs7mlj7ewsskkrmekqhpq2w234fcz5uq4m5, 41870213233449, 0.000000175345369250, 46928.5714, 141519.8936, 188448.4650, 0, 0, 0.00000000, 3.30435657%, True
Cryptomars,exvaloper18au05qx485u2qcw2gvqsrfh29evq77lm9u2jwr, 41868014165531, 0.000000175354579058, 46928.5714, 141512.4608, 188441.0322, 0, 0, 0.00000000, 3.30439979%, True
