name,address, shares, ratePerOneOKT,rewards25PerYear, rewards75PerYear, rewardsPerYear, commissionRate, depositOktNums, depositOktRewardPerYear, APR, top21
Chillcrypto,exvaloper1xkl5agjzqnjnptyat2dng2asmx8g5kllg7xamv, 41891986461017, 0.000000175254234049, 46928.5714, 141590.9184, 188519.4898, 0, 100, 3.30388388, 3.30388388%, True
Unique farming,exvaloper1fymxn4gazxzjdfvwvr0ccnrnjpwmj0r9vw3t2y, 41890641103112, 0.000000175259862506, 46928.5714, 141586.3713, 188514.9427, 0, 100, 3.30391029, 3.30391029%, True
Tombolo,exvaloper1m569cfenudxemegcf4mmykhugnslhdv0xhvcj6, 41889093990103, 0.000000175266335475, 46928.5714, 141581.1422, 188509.7136, 0, 100, 3.30394067, 3.30394067%, True
Defilego,exvaloper1tkwxgcpvptua0q0h5tn0at58ufnjdue7xp9jh4, 41887523186151, 0.000000175272908054, 46928.5714, 141575.8330, 188504.4044, 0, 100, 3.30397151, 3.30397151%, True
Nodeplus,exvaloper1ygcvtcqxl82xvzrq25dymam434k3nnc8kwvrkm, 41887268808012, 0.000000175273972472, 46928.5714, 141574.9732, 188503.5446, 0, 100, 3.30397651, 3.30397651%, True
DeLab,exvaloper1c34s7lc7ec8gs9xrtxeh0j2wjaam25c3g06xp3, 41885222817384, 0.000000175282534177, 46928.5714, 141568.0580, 188496.6294, 0, 100, 3.30401669, 3.30401669%, True
Hydrus,exvaloper1508d7eq592kg2lh9d46xvv3r4sm7gm8w0nrejk, 41883291605768, 0.000000175290616342, 46928.5714, 141561.5307, 188490.1021, 0, 100, 3.30405462, 3.30405462%, True
Blockpro,exvaloper1ja9xngm4zh0t442mse73ll30p7dczd49s88n2x, 41882848199949, 0.000000175292472111, 46928.5714, 141560.0320, 188488.6034, 0, 100, 3.30406333, 3.30406333%, True
ZK capitial,exvaloper1zza3jrylyecrtuh0p9ts2xauzsefuvwa4l9fsx, 41880355123940, 0.000000175302907014, 46928.5714, 141551.6056, 188480.1770, 0, 100, 3.30411229, 3.30411229%, True
Samual,exvaloper1ka92ujcwh6hyyeu4tymzy3dedgxplt4dtsr7xh, 41879033621668, 0.000000175308438736, 46928.5714, 141547.1391, 188475.7105, 0, 100, 3.30413825, 3.30413825%, True
Zapzap,exvaloper1qva0ejf0t943x6rt824gwmvtjgec9cjrut5wn8, 41877600089808, 0.000000175314439802, 46928.5714, 141542.2939, 188470.8653, 0, 100, 3.30416642, 3.30416642%, True
Squares,exvaloper19wln93k3faq7vkqzlc9gljr3ey5fljt93jfxsy, 41876278365670, 0.000000175319973181, 46928.5714, 141537.8266, 188466.3980, 0, 100, 3.30419238, 3.30419238%, True
Nozash,exvaloper195ez67wmhprwrru34gvttyd8ttpl7edx3px8ua, 41874985808566, 0.000000175325384791, 46928.5714, 141533.4579, 188462.0293, 0, 100, 3.30421778, 3.30421778%, True
Collector,exvaloper1q9nct2gska2yutx24starv6s63xz022fdwdgzv, 41873661220423, 0.000000175330930853, 46928.5714, 141528.9809, 188457.5523, 0, 100, 3.30424381, 3.30424381%, True
Unicorn,exvaloper1zxthrcdcecfe5ss4tal0tq30hzel2lks6psuhm, 41872331500921, 0.000000175336498753, 46928.5714, 141524.4866, 188453.0580, 0, 100, 3.30426994, 3.30426994%, True
ChainHub,exvaloper1s6nfs7mlj7ewsskkrmekqhpq2w234fcz5uq4m5, 41870947408249, 0.000000175342294704, 46928.5714, 141519.8085, 188448.3799, 0, 100, 3.30429714, 3.30429714%, True
Cryptomars,exvaloper18au05qx485u2qcw2gvqsrfh29evq77lm9u2jwr, 41868748340331, 0.000000175351504189, 46928.5714, 141512.3758, 188440.9472, 0, 100, 3.30434035, 3.30434035%, True
Cosmostation,exvaloper19e6edpu97d6w2t5dlp7lph2fkdja0lvlj8ngk0, 41867445582292, 0.000000175356960471, 46928.5714, 141507.9726, 188436.5440, 0, 100, 3.30436596, 3.30436596%, True
Nebulas NOVA,exvaloper188dhgmaq8cka2yczzjfzsw0nely6y8uap4u5kg, 4958205547319, 0.000001480726833515, 46928.5714, 16758.2618, 63686.8332, 0, 100, 9.43028029, 9.43028029%, True
ChainUP Labs,exvaloper1vlzgq74y6hm9crhkkhdjy77uvyqa0zdupstsqj, 4953733572078, 0.000001482063557350, 46928.5714, 16743.1470, 63671.7184, 0, 100, 9.43655335, 9.43655335%, True
X-DUCK,exvaloper1vsjcts3ga8dgf6nj2q7vmlrnu5en4cneaskg9w, 4769363391339, 0.000001539355967996, 46928.5714, 16119.9933, 63048.5647, 0, 0, 0.00000000, 9.70541843%, True
OKLive,exvaloper1v5pvu4rkzc5axd6f7ngxa39je6d0lyujky5tng, 4769363391339, 0.000001539355967996, 0, 16119.9933, 16119.9933, 0, 0, 0.00000000, 2.48144079%, False
jiqix,exvaloper1evazeyntpfr62avj65dwd6mcw9wvh24kc3x84s, 4765516267986, 0.000001540598664896, 0, 16106.9904, 16106.9904, 0, 0, 0.00000000, 2.48144079%, False
GongFu,exvaloper1w5zu7xxzfdx729elg2lu4rnltjsvzpdg3dhpaf, 4765243031271, 0.000001540687002073, 0, 16106.0669, 16106.0669, 0, 0, 0.00000000, 2.48144079%, False
ICoin,exvaloper1fwvre7w2na66fq3k2wjy30rzp07c4fl99v3hsw, 4765145569839, 0.000001540718513715, 0, 16105.7375, 16105.7375, 0, 0, 0.00000000, 2.48144079%, False
okusb,exvaloper14kpvn0zr75594rlrl66lw953mlkrq6qz5ctupj, 4765145569839, 0.000001540718513715, 0, 16105.7375, 16105.7375, 0, 0, 0.00000000, 2.48144079%, False
oxford,exvaloper1xaxvu9wxr8szym3aqdesvqq968y2tf53l8fyak, 4760705232108, 0.000001542155550922, 0, 16090.7296, 16090.7296, 0, 0, 0.00000000, 2.48144080%, False
voyager,exvaloper1hw0y28hgzadpmjwa68sfukdp69pc68cnxxgml0, 4760705232108, 0.000001542155550922, 0, 16090.7296, 16090.7296, 0, 0, 0.00000000, 2.48144080%, False
White whale-3,exvaloper1pc864zshkvsgc724k5jffcjsrmhz63m6gwrrhh, 4601635363784, 0.000001595464963995, 0, 15553.0886, 15553.0886, 0, 0, 0.00000000, 2.48144079%, False
White whale-2,exvaloper1klcqq056hndfch7yew6fkl6tyrdr07qxv60g90, 4601635363784, 0.000001595464963995, 0, 15553.0886, 15553.0886, 0, 0, 0.00000000, 2.48144079%, False
White whale-1,exvaloper1a9893mfvk9x80x209jhpvl0hm24djxqhr3jwuf, 4601635363784, 0.000001595464963995, 0, 15553.0886, 15553.0886, 0, 0, 0.00000000, 2.48144079%, False
White whale-6,exvaloper1rr253al2mtdgfcjwh7j3778g5gru3elyumxj8m, 4601635335491, 0.000001595464973805, 0, 15553.0885, 15553.0885, 0, 0, 0.00000000, 2.48144079%, False
White whale-5,exvaloper18w9mggs2s5t8ve0zr0ctjcyq7faft3qp8dlj75, 4601635335491, 0.000001595464973805, 0, 15553.0885, 15553.0885, 0, 0, 0.00000000, 2.48144079%, False
White whale-13,exvaloper1079vd72hpvlhnt7yjdya50egxkdr4dtureduuf, 4601635335491, 0.000001595464973805, 0, 15553.0885, 15553.0885, 0, 0, 0.00000000, 2.48144079%, False
