name,address, shares, ratePerOneOKT,rewards25PerYear, rewards75PerYear, rewardsPerYear, commissionRate, depositOktNums, depositOktRewardPerYear, APR, top21
Chillcrypto,exvaloper1xkl5agjzqnjnptyat2dng2asmx8g5kllg7xamv, 41891986461017, 0.000000175254234049, 46928.5714, 141592.2979, 188520.8693, 0, 100, 3.30390806, 3.30390806%, True
Unique farming,exvaloper1fymxn4gazxzjdfvwvr0ccnrnjpwmj0r9vw3t2y, 41890641103112, 0.000000175259862506, 46928.5714, 141587.7507, 188516.3221, 0, 100, 3.30393447, 3.30393447%, True
Tombolo,exvaloper1m569cfenudxemegcf4mmykhugnslhdv0xhvcj6, 41889093990103, 0.000000175266335475, 46928.5714, 141582.5216, 188511.0930, 0, 100, 3.30396485, 3.30396485%, True
Defilego,exvaloper1tkwxgcpvptua0q0h5tn0at58ufnjdue7xp9jh4, 41887523186151, 0.000000175272908054, 46928.5714, 141577.2124, 188505.7838, 0, 100, 3.30399569, 3.30399569%, True
Nodeplus,exvaloper1ygcvtcqxl82xvzrq25dymam434k3nnc8kwvrkm, 41887268808012, 0.000000175273972472, 46928.5714, 141576.3526, 188504.9240, 0, 100, 3.30400069, 3.30400069%, True
DeLab,exvaloper1c34s7lc7ec8gs9xrtxeh0j2wjaam25c3g06xp3, 41885222817384, 0.000000175282534177, 46928.5714, 141569.4373, 188498.0087, 0, 100, 3.30404087, 3.30404087%, True
Hydrus,exvaloper1508d7eq592kg2lh9d46xvv3r4sm7gm8w0nrejk, 41883291605768, 0.000000175290616342, 46928.5714, 141562.9099, 188491.4813, 0, 100, 3.30407879, 3.30407879%, True
Blockpro,exvaloper1ja9xngm4zh0t442mse73ll30p7dczd49s88n2x, 41882848199949, 0.000000175292472111, 46928.5714, 141561.4112, 188489.9826, 0, 100, 3.30408750, 3.30408750%, True
ZK capitial,exvaloper1zza3jrylyecrtuh0p9ts2xauzsefuvwa4l9fsx, 41880355123940, 0.000000175302907014, 46928.5714, 141552.9848, 188481.5562, 0, 100, 3.30413647, 3.30413647%, True
Samual,exvaloper1ka92ujcwh6hyyeu4tymzy3dedgxplt4dtsr7xh, 41879033621668, 0.000000175308438736, 46928.5714, 141548.5182, 188477.0896, 0, 100, 3.30416243, 3.30416243%, True
Zapzap,exvaloper1qva0ejf0t943x6rt824gwmvtjgec9cjrut5wn8, 41877600089808, 0.000000175314439802, 46928.5714, 141543.6729, 188472.2443, 0, 100, 3.30419059, 3.30419059%, True
Squares,exvaloper19wln93k3faq7vkqzlc9gljr3ey5fljt93jfxsy, 41876278365670, 0.000000175319973181, 46928.5714, 141539.2056, 188467.7770, 0, 100, 3.30421656, 3.30421656%, True
Nozash,exvaloper195ez67wmhprwrru34gvttyd8ttpl7edx3px8ua, 41874985808566, 0.000000175325384791, 46928.5714, 141534.8368, 188463.4082, 0, 100, 3.30424196, 3.30424196%, True
Collector,exvaloper1q9nct2gska2yutx24starv6s63xz022fdwdgzv, 41873661220423, 0.000000175330930853, 46928.5714, 141530.3598, 188458.9312, 0, 100, 3.30426798, 3.30426798%, True
Unicorn,exvaloper1zxthrcdcecfe5ss4tal0tq30hzel2lks6psuhm, 41872331500921, 0.000000175336498753, 46928.5714, 141525.8654, 188454.4368, 0, 100, 3.30429411, 3.30429411%, True
ChainHub,exvaloper1s6nfs7mlj7ewsskkrmekqhpq2w234fcz5uq4m5, 41870213233449, 0.000000175345369250, 46928.5714, 141518.7058, 188447.2772, 0, 0, 0.00000000, 3.30433574%, True
Cryptomars,exvaloper18au05qx485u2qcw2gvqsrfh29evq77lm9u2jwr, 41868014165531, 0.000000175354579058, 46928.5714, 141511.2731, 188439.8445, 0, 0, 0.00000000, 3.30437896%, True
Cosmostation,exvaloper19e6edpu97d6w2t5dlp7lph2fkdja0lvlj8ngk0, 41866711407492, 0.000000175360035531, 46928.5714, 141506.8698, 188435.4412, 0, 0, 0.00000000, 3.30440457%, True
Nebulas NOVA,exvaloper188dhgmaq8cka2yczzjfzsw0nely6y8uap4u5kg, 4957201849463, 0.000001481026640219, 46928.5714, 16755.0327, 63683.6041, 0, 0, 0.00000000, 9.43171142%, True
ChainUP Labs,exvaloper1vlzgq74y6hm9crhkkhdjy77uvyqa0zdupstsqj, 4952729874222, 0.000001482363905654, 46928.5714, 16739.9177, 63668.4891, 0, 0, 0.00000000, 9.43798702%, True
X-DUCK,exvaloper1vsjcts3ga8dgf6nj2q7vmlrnu5en4cneaskg9w, 4769093868284, 0.000001539442963961, 46928.5714, 16119.2394, 63047.8108, 0, 0, 0.00000000, 9.70585087%, True
OKLive,exvaloper1v5pvu4rkzc5axd6f7ngxa39je6d0lyujky5tng, 4769093868284, 0.000001539442963961, 0, 16119.2394, 16119.2394, 0, 0, 0.00000000, 2.48146497%, False
jiqix,exvaloper1evazeyntpfr62avj65dwd6mcw9wvh24kc3x84s, 4765246744930, 0.000001540685801383, 0, 16106.2364, 16106.2364, 0, 0, 0.00000000, 2.48146497%, False
GongFu,exvaloper1w5zu7xxzfdx729elg2lu4rnltjsvzpdg3dhpaf, 4764973508216, 0.000001540774148553, 0, 16105.3129, 16105.3129, 0, 0, 0.00000000, 2.48146498%, False
ICoin,exvaloper1fwvre7w2na66fq3k2wjy30rzp07c4fl99v3hsw, 4764876046783, 0.000001540805663761, 0, 16104.9835, 16104.9835, 0, 0, 0.00000000, 2.48146498%, False
okusb,exvaloper14kpvn0zr75594rlrl66lw953mlkrq6qz5ctupj, 4764876046783, 0.000001540805663761, 0, 16104.9835, 16104.9835, 0, 0, 0.00000000, 2.48146498%, False
